lrk_id,type_oko,lrk_status,inschrijfdatum,uitschrijfdatum,kvk_nummer,vestigingsnummer,rechtsvorm,postcode,woonplaats,signal
426877718,KDV,Uitgeschreven,10-12-2012,02-09-2019,08222458,000033339287,,7328CA,Apeldoorn,kvk_not_in_active_register
428573435,GOB,Uitgeschreven,01-01-2010,23-08-2018,12061735,,,5993CM,Maasbree,kvk_not_in_active_register
429008661,GOB,Uitgeschreven,25-10-2011,18-02-2025,53289129,000023172665,,3927AX,Renswoude,kvk_not_in_active_register
431811362,KDV,Uitgeschreven,29-11-2012,20-06-2018,64981363,,,2517RA,'s-Gravenhage,kvk_not_in_active_register
437058529,GOB,Uitgeschreven,23-06-2015,04-06-2018,63131110,000032077025,,9408JA,Assen,kvk_not_in_active_register
438463559,BSO,Uitgeschreven,01-01-2010,01-08-2019,24411311,000028101642,,2904SC,Capelle aan den IJssel,kvk_not_in_active_register
439826342,KDV,Uitgeschreven,22-05-2017,30-08-2021,30200981,000046252630,,3561JK,Utrecht,kvk_not_in_active_register
440633990,KDV,Uitgeschreven,01-01-2010,09-04-2019,34299554,000017387663,,1102XE,Amsterdam,kvk_not_in_active_register
441265789,BSO,Uitgeschreven,27-09-2013,01-12-2018,32149363,000028374274,,1271XZ,Huizen,kvk_not_in_active_register
442805688,GOB,Uitgeschreven,01-01-2010,01-01-2018,00005275,000052757706,,1633EL,Avenhorn,kvk_not_in_active_register
443904856,KDV,Uitgeschreven,02-12-2010,30-09-2019,41059349,,,4011GM,Zoelen,kvk_not_in_active_register
444004993,KDV,Uitgeschreven,24-12-2014,01-01-2018,41080206,000022666079,,5402BE,Uden,kvk_not_in_active_register
447570389,GOB,Uitgeschreven,01-09-2012,10-07-2018,41087129,000023116765,,5555KK,Valkenswaard,kvk_not_in_active_register
447697808,KDV,Uitgeschreven,01-01-2014,01-08-2017,59407182,000041035263,,3863BZ,Nijkerk,kvk_not_in_active_register
451474235,BSO,Uitgeschreven,01-01-2010,26-10-2020,30200981,000026009927,,3534BA,Utrecht,kvk_not_in_active_register
451556549,BSO,Uitgeschreven,03-04-2017,01-08-2018,10143456,,,6545LX,Nijmegen,kvk_not_in_active_register
452842207,BSO,Uitgeschreven,01-01-2010,01-01-2014,04063433,,,8332GL,Steenwijk,kvk_not_in_active_register
453274857,KDV,Uitgeschreven,18-12-2014,08-12-2022,61566004,000030658608,,9363HB,Marum,kvk_not_in_active_register
454556299,KDV,Uitgeschreven,29-07-2014,06-07-2020,51150433,000025562835,,8501HL,Joure,kvk_not_in_active_register
458191231,KDV,Uitgeschreven,28-09-2010,24-01-2018,17284842,,,5242JB,Rosmalen,kvk_not_in_active_register
459622614,KDV,Uitgeschreven,01-01-2010,01-03-2014,17185280,,,5711KT,Someren,kvk_not_in_active_register
459924801,GOB,Uitgeschreven,24-10-2016,01-08-2022,65933214,000034605290,,1816XX,Alkmaar,kvk_not_in_active_register
460817310,KDV,Uitgeschreven,25-07-2006,11-07-2020,22061528,000014312409,,4561MC,Hulst,kvk_not_in_active_register
461287912,BSO,Uitgeschreven,17-05-2019,01-06-2020,41120401,,,4142EL,Leerdam,kvk_not_in_active_register
466992300,BSO,Ingeschreven,07-11-2014,,98551469,000010869492,Besloten Vennootschap,5813AP,Ysselsteyn,kvk_not_in_active_register
468684918,BSO,Uitgeschreven,01-09-2014,30-07-2019,63453096,000037792938,,9642AN,Veendam,kvk_not_in_active_register
468965592,KDV,Uitgeschreven,10-12-2012,21-11-2019,14070565,,,6454AM,Jabeek,kvk_not_in_active_register
470655628,GOB,Uitgeschreven,25-01-2012,01-10-2013,53604601,,,2242NV,Wassenaar,kvk_not_in_active_register
472536497,BSO,Uitgeschreven,19-05-2016,01-10-2018,60055944,000029288061,,6151CL,Munstergeleen,kvk_not_in_active_register
473601837,KDV,Uitgeschreven,01-03-2016,28-07-2020,64486788,000038352362,,1183KK,Amstelveen,kvk_not_in_active_register
474870856,KDV,Uitgeschreven,02-11-2015,21-10-2021,64166708,000033015945,,5694SC,Son en Breugel,kvk_not_in_active_register
475011752,KDV,Uitgeschreven,03-01-2010,01-12-2019,32138469,,,1333LJ,Almere,kvk_not_in_active_register
478870516,BSO,Uitgeschreven,01-01-2013,15-08-2021,63350971,000022432116,,1813AA,Alkmaar,kvk_not_in_active_register
479316697,BSO,Uitgeschreven,01-08-2015,01-05-2018,17226838,000033920419,,5251LW,Vlijmen,kvk_not_in_active_register
483902378,KDV,Uitgeschreven,19-07-2018,15-02-2023,73687146,000039515400,,7351BA,Hoenderloo,kvk_not_in_active_register
484297089,BSO,Uitgeschreven,15-03-2016,01-07-2018,58064613,000027744433,,3411JA,Lopik,kvk_not_in_active_register
485123605,GOB,Uitgeschreven,01-01-2010,01-02-2019,34303611,000008687242,,1063AP,Amsterdam,kvk_not_in_active_register
485499095,BSO,Uitgeschreven,01-01-2010,06-11-2018,27301844,,,2531PD,'s-Gravenhage,kvk_not_in_active_register
486774843,KDV,Uitgeschreven,01-06-2014,01-06-2022,41046861,000025826492,,6814LH,Arnhem,kvk_not_in_active_register
486784216,KDV,Uitgeschreven,09-03-2012,05-10-2018,34368338,000024162043,,1094HN,Amsterdam,kvk_not_in_active_register
487389888,BSO,Uitgeschreven,01-01-2010,30-07-2018,54774098,000022259414,,7496PV,Hengevelde,kvk_not_in_active_register
487511219,BSO,Uitgeschreven,26-08-2015,16-11-2020,09101993,000017215161,,6717AS,Ede,kvk_not_in_active_register
487522278,BSO,Uitgeschreven,04-09-2017,01-09-2021,52661377,,,7553DA,Hengelo,kvk_not_in_active_register
487797887,GOB,Uitgeschreven,21-01-2015,12-07-2022,61461024,000030561620,,2741GA,Waddinxveen,kvk_not_in_active_register
489673004,KDV,Uitgeschreven,31-08-2020,01-01-2026,64969525,000039114414,,1102NB,Amsterdam,kvk_not_in_active_register
490730474,KDV,Uitgeschreven,04-08-2010,15-07-2018,60361859,000010128026,,7101EW,Winterswijk,kvk_not_in_active_register
491179807,BSO,Uitgeschreven,14-10-2019,08-11-2022,72869526,000072869526,,2855AH,Vlist,kvk_not_in_active_register
492207926,KDV,Uitgeschreven,27-02-2012,01-08-2018,20146477,,,4926DJ,Lage Zwaluwe,kvk_not_in_active_register
492345661,KDV,Uitgeschreven,25-04-2017,29-11-2019,73556009,000035014180,,3142NX,Maassluis,kvk_not_in_active_register
495253844,KDV,Uitgeschreven,05-07-2013,30-12-2021,57170177,000026639696,,7328HX,Apeldoorn,kvk_not_in_active_register
497234749,KDV,Uitgeschreven,01-06-2016,01-08-2018,01140626,,,9636HE,Zuidbroek,kvk_not_in_active_register
497505319,KDV,Uitgeschreven,04-08-2014,23-11-2021,05069031,000005069031,,6901KZ,Zevenaar,kvk_not_in_active_register
499050113,KDV,Uitgeschreven,01-01-2010,04-12-2018,34114954,000003341577,,1079HG,Amsterdam,kvk_not_in_active_register
500882617,BSO,Uitgeschreven,01-01-2010,28-08-2018,28116918,,,2182TZ,Hillegom,kvk_not_in_active_register
502503683,KDV,Uitgeschreven,22-12-2011,16-09-2019,17226838,000026124041,,5142PG,Waalwijk,kvk_not_in_active_register
504724228,BSO,Ingeschreven,16-08-2013,,98765345,000028583604,Besloten Vennootschap,1328SV,Almere,kvk_not_in_active_register
506585104,KDV,Uitgeschreven,08-09-2010,27-08-2020,51502933,000004091760,,3511HE,Utrecht,kvk_not_in_active_register
507002647,KDV,Uitgeschreven,02-10-2004,01-01-2018,41184967,,,3722GZ,Bilthoven,kvk_not_in_active_register
508770610,GOB,Uitgeschreven,01-01-2010,01-07-2018,09217108,,,6842CV,Arnhem,kvk_not_in_active_register
508800894,KDV,Uitgeschreven,02-01-2010,24-10-2022,09103438,000011584254,,6675CE,Valburg,kvk_not_in_active_register
508979419,KDV,Uitgeschreven,08-10-2010,27-02-2019,50257013,000021082677,,9439PE,Witteveen,kvk_not_in_active_register
509797349,BSO,Uitgeschreven,02-01-2010,01-01-2018,01107660,000005256836,,9036MK,Menaam,kvk_not_in_active_register
510794944,GOB,Uitgeschreven,20-01-2015,31-03-2020,14115570,000004439988,,5801DW,Venray,kvk_not_in_active_register
510878714,KDV,Uitgeschreven,15-09-2014,01-04-2019,41120401,000030262794,,4147EN,Asperen,kvk_not_in_active_register
511154458,KDV,Ingeschreven,21-07-2022,,81410190,000052221385,Eenmanszaak,5753BE,Deurne,kvk_not_in_active_register
512383650,GOB,Uitgeschreven,01-03-2018,01-12-2021,71050175,000039268381,,6171BA,Stein,kvk_not_in_active_register
512457670,KDV,Uitgeschreven,20-02-2017,01-04-2022,67334997,000035884606,,6525SG,Nijmegen,kvk_not_in_active_register
513102061,KDV,Uitgeschreven,16-07-2013,24-01-2019,41178939,,,3711BP,Austerlitz,kvk_not_in_active_register
513268868,KDV,Uitgeschreven,09-12-2018,09-12-2019,12066832,000041067813,,6077CG,Sint Odiliënberg,kvk_not_in_active_register
513436698,KDV,Uitgeschreven,07-08-2017,21-08-2018,20161160,000037478753,,4876EG,Etten-Leur,kvk_not_in_active_register
514408480,KDV,Uitgeschreven,06-10-2014,01-01-2023,61365017,000000000000,,2521SH,'s-Gravenhage,kvk_not_in_active_register
515735401,BSO,Uitgeschreven,22-03-2012,01-09-2018,34217635,000024551031,,1013VM,Amsterdam,kvk_not_in_active_register
517326656,BSO,Uitgeschreven,04-11-2010,22-05-2013,27130675,,,2242LN,Wassenaar,kvk_not_in_active_register
519783396,KDV,Uitgeschreven,09-07-2018,01-12-2018,56075839,000000000000,,7604CH,Almelo,kvk_not_in_active_register
520981327,GOB,Uitgeschreven,04-05-2020,30-11-2020,77516699,000045213917,,5061ZC,Oisterwijk,kvk_not_in_active_register
522045820,BSO,Uitgeschreven,10-03-2016,29-10-2020,62615327,000034041400,,1056GL,Amsterdam,kvk_not_in_active_register
522742841,BSO,Uitgeschreven,14-04-2015,01-11-2018,57889198,000027286495,,1315VJ,Almere,kvk_not_in_active_register
526322974,BSO,Uitgeschreven,01-01-2010,14-08-2024,34292380,000009954244,,1171DM,Badhoevedorp,kvk_not_in_active_register
527811427,KDV,Uitgeschreven,27-12-2012,01-12-2023,81205759,000025881914,,7827PM,Emmen,kvk_not_in_active_register
532802615,GOB,Uitgeschreven,01-01-2010,31-05-2018,20127631,000008583269,,4611WB,Bergen op Zoom,kvk_not_in_active_register
535816121,KDV,Uitgeschreven,01-01-2010,01-03-2022,64715167,,,7478AT,Diepenheim,kvk_not_in_active_register
536064787,KDV,Uitgeschreven,11-12-2013,01-01-2021,53025407,000022912312,,1185TB,Amstelveen,kvk_not_in_active_register
536211619,KDV,Uitgeschreven,06-07-2012,06-01-2019,02079088,000026330024,,9967RE,Eenrum,kvk_not_in_active_register
542940231,KDV,Uitgeschreven,01-08-2015,01-12-2023,63303515,000032265239,,1541KL,Koog aan de Zaan,kvk_not_in_active_register
543648709,GOB,Uitgeschreven,19-06-2014,16-09-2024,60389702,000060389702,,6825ME,Arnhem,kvk_not_in_active_register
544540736,KDV,Uitgeschreven,29-09-2010,20-01-2021,51864851,000051864851,,9636HE,Zuidbroek,kvk_not_in_active_register
547331964,BSO,Uitgeschreven,20-12-2018,24-07-2019,65998464,,,4706KZ,Roosendaal,kvk_not_in_active_register
548021296,KDV,Uitgeschreven,01-01-2014,14-05-2018,63320010,000027679314,,1511EX,Oostzaan,kvk_not_in_active_register
548423787,KDV,Uitgeschreven,04-09-2017,18-10-2018,55099750,000034461272,,1057TX,Amsterdam,kvk_not_in_active_register
550610698,BSO,Uitgeschreven,03-10-2016,05-11-2018,58342087,000027686809,,5266AT,Cromvoirt,kvk_not_in_active_register
551031074,KDV,Uitgeschreven,21-09-2011,21-12-2018,34200265,000023060654,,1071CK,Amsterdam,kvk_not_in_active_register
551257982,BSO,Uitgeschreven,02-01-2017,21-12-2018,41120401,,,4145MP,Schoonrewoerd,kvk_not_in_active_register
552705913,KDV,Uitgeschreven,24-11-2010,01-03-2019,60471751,,,7954GC,Rouveen,kvk_not_in_active_register
555622216,BSO,Uitgeschreven,04-07-2014,06-09-2021,17226838,000026127482,,5156CJ,Oudheusden,kvk_not_in_active_register
559354526,BSO,Uitgeschreven,05-03-2018,01-01-2021,01124747,000009180168,,9934RC,Delfzijl,kvk_not_in_active_register
559829644,KDV,Uitgeschreven,22-07-2014,01-08-2018,56341202,000027814475,,6541ZE,Nijmegen,kvk_not_in_active_register
563548642,KDV,Uitgeschreven,26-04-2012,01-03-2021,72893818,000023431253,,1058KK,Amsterdam,kvk_not_in_active_register
564092964,KDV,Uitgeschreven,01-01-2015,05-03-2018,01124747,000009180168,,9933GX,Delfzijl,kvk_not_in_active_register
567809791,BSO,Uitgeschreven,18-12-2013,27-02-2019,50257013,000021082677,,9439PE,Witteveen,kvk_not_in_active_register
568648882,KDV,Uitgeschreven,20-07-2018,17-09-2021,32438796,000032438796,,4882NH,Klein Zundert,kvk_not_in_active_register
569206911,KDV,Uitgeschreven,04-10-2012,01-01-2018,41118100,,,2974LH,Brandwijk,kvk_not_in_active_register
570617935,GOB,Uitgeschreven,01-01-2010,01-07-2024,53036034,000022923292,,2595AM,'s-Gravenhage,kvk_not_in_active_register
571944036,KDV,Uitgeschreven,24-12-2013,01-05-2019,52728609,410020510000,,8629RA,Scharnegoutum,kvk_not_in_active_register
574788554,KDV,Uitgeschreven,01-01-2017,01-08-2019,51513773,,,3262GM,Oud-Beijerland,kvk_not_in_active_register
575194765,BSO,Uitgeschreven,01-10-2014,10-04-2018,57427542,000026874008,,1018JR,Amsterdam,kvk_not_in_active_register
575205441,BSO,Uitgeschreven,20-01-2020,01-09-2021,68264097,000001838466,,5664VE,Geldrop,kvk_not_in_active_register
575500414,BSO,Uitgeschreven,01-05-2013,09-08-2021,24372454,000000000000,,3265BH,Piershil,kvk_not_in_active_register
575597446,KDV,Uitgeschreven,22-12-2011,01-01-2020,17226838,000033770204,,5161AE,Sprang-Capelle,kvk_not_in_active_register
577325401,KDV,Uitgeschreven,01-11-2015,01-01-2018,59581662,,,1814XB,Alkmaar,kvk_not_in_active_register
580636689,BSO,Uitgeschreven,14-07-2016,26-07-2018,27340953,,,2517BD,'s-Gravenhage,kvk_not_in_active_register
580656603,KDV,Uitgeschreven,02-01-2010,01-02-2018,59582952,,,5298CM,Liempde,kvk_not_in_active_register
581992337,KDV,Uitgeschreven,22-10-2012,23-08-2021,41225120,000025422731,,2012VE,Haarlem,kvk_not_in_active_register
582090921,GOB,Uitgeschreven,27-01-2016,01-10-2018,64485218,000033305765,,8331XL,Steenwijk,kvk_not_in_active_register
583094405,BSO,Uitgeschreven,10-07-2013,01-08-2018,01156053,000000000000,,8625HE,Oppenhuizen,kvk_not_in_active_register
583147392,BSO,Uitgeschreven,02-07-2015,01-08-2020,62187821,,,5595DD,Leende,kvk_not_in_active_register
583818183,GOB,Uitgeschreven,15-10-2015,01-04-2020,41052555,000001599976,,7122TH,Aalten,kvk_not_in_active_register
584386904,BSO,Uitgeschreven,01-08-2016,01-09-2018,09197230,000034243313,,3833BZ,Leusden,kvk_not_in_active_register
585060411,BSO,Uitgeschreven,01-04-2015,08-12-2018,41067813,000041067813,,6077AS,Sint Odiliënberg,kvk_not_in_active_register
588505699,GOB,Uitgeschreven,14-04-2020,02-11-2020,76740110,000044493967,,7468GG,Enter,kvk_not_in_active_register
589748087,BSO,Uitgeschreven,01-01-2010,06-05-2019,30200981,000026006642,,3532HX,Utrecht,kvk_not_in_active_register
590652242,BSO,Uitgeschreven,02-10-2004,01-08-2019,41184967,,,3738EB,Maartensdijk,kvk_not_in_active_register
591094046,GOB,Uitgeschreven,22-12-2015,21-01-2019,62971700,000031933181,,6903VH,Zevenaar,kvk_not_in_active_register
593367819,BSO,Uitgeschreven,01-01-2010,01-01-2018,09205836,,,6951GZ,Dieren,kvk_not_in_active_register
593620574,BSO,Uitgeschreven,15-08-2014,20-07-2021,60055944,000029288061,,6151GM,Munstergeleen,kvk_not_in_active_register
596673358,GOB,Uitgeschreven,01-01-2010,31-01-2018,39097261,,,8223DG,Lelystad,kvk_not_in_active_register
598364651,BSO,Uitgeschreven,01-01-2010,01-01-2021,62841874,000031815553,,5032RT,Tilburg,kvk_not_in_active_register
599452626,KDV,Uitgeschreven,30-07-2018,17-06-2019,24372454,,,3265BH,Piershil,kvk_not_in_active_register
599634911,KDV,Uitgeschreven,30-08-2010,09-04-2018,06088604,,,7625PK,Zenderen,kvk_not_in_active_register
603454628,KDV,Uitgeschreven,03-09-2007,01-08-2019,61182850,000025278681,,7334AL,Apeldoorn,kvk_not_in_active_register
604081595,KDV,Uitgeschreven,10-07-2012,16-11-2018,27264475,,,2514KB,'s-Gravenhage,kvk_not_in_active_register
604229070,GOB,Uitgeschreven,01-01-2010,22-09-2019,39097505,000039097505,,8245GA,Lelystad,kvk_not_in_active_register
606313928,KDV,Uitgeschreven,02-01-2013,01-10-2018,27301745,000026170205,,2728DP,Zoetermeer,kvk_not_in_active_register
607443054,KDV,Uitgeschreven,01-01-2010,01-02-2020,05066942,000008881677,,8355BP,Giethoorn,kvk_not_in_active_register
607610293,GOB,Uitgeschreven,01-01-2010,01-10-2020,17125383,,,5643AH,Eindhoven,kvk_not_in_active_register
608816668,BSO,Uitgeschreven,07-08-2019,20-03-2024,65998464,000042793564,,4708AP,Roosendaal,kvk_not_in_active_register
611344063,BSO,Uitgeschreven,21-08-2023,12-12-2024,87363275,000053279530,,3136VH,Vlaardingen,kvk_not_in_active_register
612152698,BSO,Uitgeschreven,14-06-2007,05-09-2017,08160555,,,7206BR,Zutphen,kvk_not_in_active_register
617592159,KDV,Uitgeschreven,05-11-2018,17-08-2020,58342087,000027686809,,5266AG,Cromvoirt,kvk_not_in_active_register
618784007,BSO,Uitgeschreven,01-05-2018,04-07-2020,02061512,,,9501WD,Stadskanaal,kvk_not_in_active_register
621057010,GOB,Uitgeschreven,01-01-2010,01-04-2018,09173422,,,7051AP,Varsseveld,kvk_not_in_active_register
621344011,KDV,Uitgeschreven,28-08-2013,01-09-2018,63666332,000029873983,,2563AM,'s-Gravenhage,kvk_not_in_active_register
622717807,BSO,Uitgeschreven,22-06-2018,01-07-2020,71121609,000040214001,,7957NC,de Wijk,kvk_not_in_active_register
626733662,KDV,Uitgeschreven,15-10-2021,01-05-2023,67263968,000049940953,,5741CL,Beek en Donk,kvk_not_in_active_register
626889406,KDV,Uitgeschreven,22-08-2022,01-12-2023,63303515,,,1521PB,Wormerveer,kvk_not_in_active_register
630058532,KDV,Uitgeschreven,27-09-2010,29-10-2020,62615327,000023606592,,1056GL,Amsterdam,kvk_not_in_active_register
633465537,KDV,Uitgeschreven,02-09-2013,01-01-2023,52836517,000029000351,,2211JN,Noordwijkerhout,kvk_not_in_active_register
634561972,BSO,Uitgeschreven,01-01-2019,19-04-2021,27301844,000044999550,,2533SR,'s-Gravenhage,kvk_not_in_active_register
634860744,BSO,Uitgeschreven,06-08-2013,01-01-2018,52561461,000022481117,,4401EC,Yerseke,kvk_not_in_active_register
636000333,GOB,Uitgeschreven,01-01-2010,01-03-2018,68264097,,,5663PZ,Geldrop,kvk_not_in_active_register
637102873,KDV,Uitgeschreven,25-02-2011,18-05-2016,62796275,,,9364PB,Nuis,kvk_not_in_active_register
638332783,BSO,Uitgeschreven,03-02-2015,01-07-2021,08189087,000006224660,,7245AS,Laren,kvk_not_in_active_register
640041693,KDV,Uitgeschreven,01-01-2005,01-06-2018,64932672,000064947580,,2242VD,Wassenaar,kvk_not_in_active_register
641458460,KDV,Uitgeschreven,17-09-2014,20-02-2018,60897686,000030049431,,4707JD,Roosendaal,kvk_not_in_active_register
649748773,KDV,Uitgeschreven,24-10-2012,01-11-2019,41087068,000023279036,,5671VP,Nuenen,kvk_not_in_active_register
650791216,KDV,Uitgeschreven,01-04-2013,01-08-2015,41118080,000000000000,,3342BT,HENDRIK-IDO-AMBACHT,kvk_not_in_active_register
652068571,KDV,Uitgeschreven,01-08-2015,01-02-2018,63303515,000032282206,,1504NX,Zaandam,kvk_not_in_active_register
654057813,GOB,Uitgeschreven,01-01-2010,01-06-2018,39067549,000005166985,,9151HC,Holwert,kvk_not_in_active_register
655544938,KDV,Uitgeschreven,22-12-2015,18-01-2018,64667685,,,4731LV,Oudenbosch,kvk_not_in_active_register
655691480,BSO,Uitgeschreven,01-01-2010,01-01-2018,37070211,,,1841GE,Stompetoren,kvk_not_in_active_register
657655739,GOB,Uitgeschreven,04-09-2017,01-11-2022,59622873,000028897412,,8913CZ,Leeuwarden,kvk_not_in_active_register
658309456,KDV,Uitgeschreven,02-12-2013,11-12-2019,58432531,000027772349,,7241MC,Lochem,kvk_not_in_active_register
660864587,KDV,Uitgeschreven,01-05-2015,15-08-2019,34321110,000030869897,,1185EK,Amstelveen,kvk_not_in_active_register
661382850,BSO,Uitgeschreven,09-09-2015,01-01-2020,58083979,000027460967,,1338RL,Almere,kvk_not_in_active_register
668241287,BSO,Uitgeschreven,03-12-2015,23-03-2018,61283576,,,3076BX,Rotterdam,kvk_not_in_active_register
671292365,GOB,Uitgeschreven,01-02-2019,01-08-2022,59502509,000041140273,,5505VK,Veldhoven,kvk_not_in_active_register
672279769,GOB,Uitgeschreven,29-10-2013,01-01-2024,81393717,000028124855,,1261ZC,Blaricum,kvk_not_in_active_register
673003863,KDV,Uitgeschreven,01-01-2012,12-05-2021,41100148,000023879904,,4844SL,Terheijden,kvk_not_in_active_register
675978919,KDV,Uitgeschreven,01-10-2017,01-10-2018,59356782,,,7921EA,Zuidwolde,kvk_not_in_active_register
678051124,BSO,Uitgeschreven,24-02-2020,09-01-2024,24372454,,,3262LE,Oud-Beijerland,kvk_not_in_active_register
681104016,KDV,Uitgeschreven,01-01-2013,11-06-2019,64715167,000034920390,,7475CC,Markelo,kvk_not_in_active_register
682593734,GOB,Uitgeschreven,21-11-2022,01-06-2024,85488445,,,7557RK,Hengelo,kvk_not_in_active_register
684251474,BSO,Uitgeschreven,01-01-2010,20-05-2014,14062852,,,6141LK,Limbricht,kvk_not_in_active_register
684612252,GOB,Uitgeschreven,01-02-2013,01-10-2021,53459504,000023338512,,2713CK,Zoetermeer,kvk_not_in_active_register
685231008,BSO,Uitgeschreven,18-08-2014,26-11-2020,60892803,000045968896,,9265LS,Suwâld,kvk_not_in_active_register
690529740,BSO,Uitgeschreven,06-01-2011,30-08-2019,08215454,000033550506,,7339AN,Ugchelen,kvk_not_in_active_register
692543557,KDV,Uitgeschreven,09-08-2012,24-03-2020,55147895,000024833029,,3891KG,Zeewolde,kvk_not_in_active_register
694263060,BSO,Uitgeschreven,28-07-2016,28-05-2020,52222438,000034017860,,1689EJ,Zwaag,kvk_not_in_active_register
694358162,KDV,Uitgeschreven,05-04-2012,01-11-2019,41087068,,,5672ST,Nuenen,kvk_not_in_active_register
696723773,BSO,Uitgeschreven,30-09-2014,20-11-2018,50103121,000024331201,,1355GK,Almere,kvk_not_in_active_register
698821531,KDV,Ingeschreven,01-01-2010,,20076581,000001775596,Eenmanszaak,4921CP,Made,kvk_not_in_active_register
700773423,GOB,Uitgeschreven,03-11-2015,31-12-2017,60301066,000029512476,,3454CE,De Meern,kvk_not_in_active_register
700990124,KDV,Uitgeschreven,01-01-2005,02-09-2019,08215454,000033550603,,7328AX,Apeldoorn,kvk_not_in_active_register
703968361,GOB,Uitgeschreven,17-08-2010,01-11-2018,12054374,,,6001AN,Weert,kvk_not_in_active_register
704208908,BSO,Uitgeschreven,06-09-2011,01-03-2018,01177210,,,9951BG,Winsum,kvk_not_in_active_register
704767594,BSO,Uitgeschreven,07-12-2010,01-09-2022,24302888,000025713841,,2903LL,Capelle aan den IJssel,kvk_not_in_active_register
711612560,KDV,Uitgeschreven,23-02-2009,01-10-2018,60587865,000011069589,,7201CB,Zutphen,kvk_not_in_active_register
712293401,GOB,Uitgeschreven,11-09-2012,07-09-2018,55038654,000024737135,,8226BD,Lelystad,kvk_not_in_active_register
712632414,KDV,Uitgeschreven,22-05-2019,11-01-2021,64715167,,,7475AG,Markelo,kvk_not_in_active_register
713894775,BSO,Uitgeschreven,19-08-2009,27-08-2019,60892803,,,9203RK,Drachten,kvk_not_in_active_register
714317950,KDV,Uitgeschreven,19-12-2016,08-02-2018,17226838,,,5156CJ,Oudheusden,kvk_not_in_active_register
715129284,BSO,Uitgeschreven,01-01-2014,01-04-2019,59356154,000032434731,,8532BX,Lemmer,kvk_not_in_active_register
716001925,KDV,Uitgeschreven,06-01-2014,01-06-2019,54287545,000024078158,,3552CZ,Utrecht,kvk_not_in_active_register
716583409,GOB,Uitgeschreven,01-01-2021,01-11-2021,80536476,000046885838,,5245CB,Rosmalen,kvk_not_in_active_register
718085802,KDV,Uitgeschreven,01-01-2010,01-12-2020,27301844,,,2592TN,'s-Gravenhage,kvk_not_in_active_register
721148232,GOB,Uitgeschreven,01-01-2010,14-03-2014,24457166,,,3262AL,Oud-Beijerland,kvk_not_in_active_register
722567625,BSO,Uitgeschreven,08-05-2017,08-08-2019,32091948,000014253828,,1214HV,Hilversum,kvk_not_in_active_register
723140595,KDV,Uitgeschreven,10-07-2017,19-07-2021,08215454,,,7326BD,Apeldoorn,kvk_not_in_active_register
724421890,GOB,Uitgeschreven,04-07-2016,01-07-2021,64578356,000033392293,,7443GW,Nijverdal,kvk_not_in_active_register
727132283,KDV,Uitgeschreven,05-10-2023,01-04-2024,86654020,000052617610,,2908LK,Capelle aan den IJssel,kvk_not_in_active_register
727318822,BSO,Uitgeschreven,11-12-2017,09-09-2019,02061512,000040348229,,9533PL,Drouwen,kvk_not_in_active_register
727894997,BSO,Uitgeschreven,22-09-2014,01-12-2019,58952985,000028277279,,1325KA,Almere,kvk_not_in_active_register
730208795,KDV,Uitgeschreven,28-12-2012,01-01-2020,57529892,000024164445,,3571EL,Utrecht,kvk_not_in_active_register
730611395,KDV,Uitgeschreven,28-12-2012,01-01-2020,75547910,000030044294,,3552HM,Utrecht,kvk_not_in_active_register
732037463,GOB,Uitgeschreven,01-01-2010,01-01-2019,17228627,,,5761HE,Bakel,kvk_not_in_active_register
733986110,BSO,Uitgeschreven,01-01-2010,04-04-2018,41120401,000021945357,,4233HG,Ameide,kvk_not_in_active_register
734685191,BSO,Uitgeschreven,17-11-2015,22-07-2019,18089506,000008057974,,5146GA,Waalwijk,kvk_not_in_active_register
735568005,KDV,Uitgeschreven,18-08-2011,31-12-2018,08195188,,,8091KK,Wezep,kvk_not_in_active_register
736345462,KDV,Uitgeschreven,16-10-2018,01-10-2020,02094346,,,9642KX,Veendam,kvk_not_in_active_register
738411334,KDV,Uitgeschreven,01-01-2013,16-07-2018,41024554,410245540000,,7693PH,Sibculo,kvk_not_in_active_register
739004335,KDV,Uitgeschreven,15-07-2015,01-05-2021,41106265,,,4681AV,Nieuw-Vossemeer,kvk_not_in_active_register
739437446,KDV,Uitgeschreven,01-01-2017,01-01-2021,51513773,,,3261BK,Oud-Beijerland,kvk_not_in_active_register
739700522,GOB,Uitgeschreven,01-01-2016,01-02-2023,64393577,000033221782,,8226EG,Lelystad,kvk_not_in_active_register
740272007,KDV,Uitgeschreven,24-05-2011,01-11-2018,34368338,000014597640,,1094HN,Amsterdam,kvk_not_in_active_register
740750008,BSO,Uitgeschreven,07-05-2012,21-07-2019,22036026,,,4322TG,Scharendijke,kvk_not_in_active_register
741495703,KDV,Uitgeschreven,31-12-2012,01-12-2017,50591088,000020861508,,1161AP,Zwanenburg,kvk_not_in_active_register
742501061,BSO,Uitgeschreven,12-09-2011,29-10-2019,30200981,000026005581,,3561HX,Utrecht,kvk_not_in_active_register
745656092,KDV,Uitgeschreven,01-08-2015,01-12-2023,63303515,000032282214,,1503BK,Zaandam,kvk_not_in_active_register
745795328,KDV,Uitgeschreven,28-06-2010,20-12-2019,57456909,,,2291BZ,Wateringen,kvk_not_in_active_register
