lrk_id,type_oko,lrk_status,inschrijfdatum,uitschrijfdatum,kvk_nummer,vestigingsnummer,rechtsvorm,postcode,woonplaats,signal
156725587,GOB,Uitgeschreven,01-01-2010,01-01-2020,27307245,,,2263EV,Leidschendam,kvk_not_in_active_register
157052357,KDV,Uitgeschreven,20-07-2011,30-06-2021,30200981,000026010437,,3572KW,Utrecht,kvk_not_in_active_register
157087487,GOB,Uitgeschreven,26-09-2014,15-11-2020,61337358,000030448204,,5271RC,Sint-Michielsgestel,kvk_not_in_active_register
157741230,BSO,Uitgeschreven,01-01-2010,20-03-2018,58881069,000015521370,,1945TA,Beverwijk,kvk_not_in_active_register
157981629,KDV,Uitgeschreven,01-11-2010,01-10-2020,34289111,000003474194,,1942LE,Beverwijk,kvk_not_in_active_register
158056474,KDV,Uitgeschreven,01-01-2010,31-12-2018,30264225,000016411870,,3544AB,Utrecht,kvk_not_in_active_register
158068932,GOB,Uitgeschreven,15-08-2013,15-04-2015,59242140,000028551451,,1506PA,Zaandam,kvk_not_in_active_register
158263716,BSO,Uitgeschreven,19-07-2013,29-04-2019,58703802,000028046315,,2161GA,Lisse,kvk_not_in_active_register
158354436,KDV,Uitgeschreven,01-07-2018,31-08-2023,69853134,000038174170,,2288GK,Rijswijk,kvk_not_in_active_register
158378647,BSO,Uitgeschreven,01-01-2010,01-08-2018,27301844,,,2566DA,'s-Gravenhage,kvk_not_in_active_register
158415024,BSO,Uitgeschreven,01-11-2010,08-07-2019,17185283,,,5702JC,Helmond,kvk_not_in_active_register
158691982,KDV,Uitgeschreven,26-08-2019,17-08-2020,52222438,000042549523,,1447BT,Purmerend,kvk_not_in_active_register
159463889,KDV,Uitgeschreven,19-10-2020,17-07-2023,69113696,000044610114,,4708HL,Roosendaal,kvk_not_in_active_register
159742146,BSO,Uitgeschreven,22-03-2016,12-11-2019,09091432,000034204490,,3781BA,Voorthuizen,kvk_not_in_active_register
159835884,KDV,Uitgeschreven,01-01-2010,01-01-2021,09149999,,,6845BK,Arnhem,kvk_not_in_active_register
159864471,GOB,Uitgeschreven,20-08-2015,01-10-2018,63520303,000032428944,,5262PG,Vught,kvk_not_in_active_register
159878652,BSO,Uitgeschreven,01-11-2020,19-05-2022,75954974,000035642696,,7731KP,Ommen,kvk_not_in_active_register
159882394,GOB,Uitgeschreven,28-05-2014,01-02-2019,55268471,000024939315,,1112AP,Diemen,kvk_not_in_active_register
160366999,KDV,Uitgeschreven,19-06-2014,01-01-2017,41118431,000030327458,,2965CC,Nieuwpoort,kvk_not_in_active_register
160706506,KDV,Uitgeschreven,01-02-2015,28-05-2018,30245646,000008998795,,3452AT,Vleuten,kvk_not_in_active_register
160775103,KDV,Uitgeschreven,01-03-2016,31-07-2018,62394991,,,6225XP,Maastricht,kvk_not_in_active_register
160780962,KDV,Uitgeschreven,13-03-2014,01-07-2021,58873910,000028202422,,1058XS,Amsterdam,kvk_not_in_active_register
161059168,BSO,Uitgeschreven,01-02-2018,21-12-2019,60471751,000010727213,,7954GC,Rouveen,kvk_not_in_active_register
161203395,BSO,Uitgeschreven,01-02-2015,01-01-2019,24411311,000030201691,,2922GN,Krimpen aan den IJssel,kvk_not_in_active_register
161576709,KDV,Uitgeschreven,27-11-2023,03-02-2025,86250701,000052237974,,2523BT,'s-Gravenhage,kvk_not_in_active_register
161751106,GOB,Uitgeschreven,01-01-2010,01-01-2024,20127631,,,4611WB,Bergen op Zoom,kvk_not_in_active_register
161762001,KDV,Uitgeschreven,28-11-2016,20-09-2018,64168220,,,2586TS,'s-Gravenhage,kvk_not_in_active_register
161773126,BSO,Uitgeschreven,11-07-2011,01-07-2019,66924731,000041169468,,8309BD,Tollebeek,kvk_not_in_active_register
161871999,KDV,Uitgeschreven,01-09-2013,29-10-2020,57177228,000057177228,,7695TJ,Bruchterveld,kvk_not_in_active_register
162179303,BSO,Uitgeschreven,01-01-2010,24-09-2020,02101511,,,9681AL,Midwolda,kvk_not_in_active_register
162244307,KDV,Uitgeschreven,04-11-2015,01-01-2019,65992172,000025216031,,8491BK,Akkrum,kvk_not_in_active_register
162853178,KDV,Uitgeschreven,20-08-2012,01-01-2019,41035101,,,3882HS,Putten,kvk_not_in_active_register
163524130,BSO,Uitgeschreven,14-01-2019,31-07-2019,55899463,,,4161AC,Heukelum,kvk_not_in_active_register
163661595,KDV,Uitgeschreven,01-06-2014,12-07-2022,41046861,000025826549,,6835CD,Arnhem,kvk_not_in_active_register
163674541,KDV,Uitgeschreven,01-09-2011,01-10-2023,66410142,000027759180,,3012AP,Rotterdam,kvk_not_in_active_register
163683293,KDV,Uitgeschreven,01-12-2015,08-01-2018,65184661,000032138202,,3906AD,Veenendaal,kvk_not_in_active_register
163698181,KDV,Uitgeschreven,01-01-2012,05-07-2019,41062208,,,5434PA,Vianen NB,kvk_not_in_active_register
163713352,KDV,Uitgeschreven,22-07-2016,01-12-2017,60882344,,,8442CX,Heerenveen,kvk_not_in_active_register
163779351,KDV,Uitgeschreven,21-04-2015,01-01-2020,62510606,000031511589,,1321TB,Almere,kvk_not_in_active_register
163791910,KDV,Uitgeschreven,20-12-2011,17-01-2022,67822843,000025040162,,1186GP,Amstelveen,kvk_not_in_active_register
163942638,KDV,Uitgeschreven,17-08-2015,05-03-2018,58006168,000030471168,,7556WH,Hengelo,kvk_not_in_active_register
164080855,GOB,Uitgeschreven,15-10-2010,01-02-2020,55470548,,,2711PR,Zoetermeer,kvk_not_in_active_register
164370778,BSO,Ingeschreven,22-12-2025,,99012340,000064135128,Besloten Vennootschap,8265VA,Kampen,kvk_not_in_active_register
164500017,KDV,Uitgeschreven,01-01-2019,24-12-2019,57529892,000000000000,,3581SE,Utrecht,kvk_not_in_active_register
164522773,GOB,Ingeschreven,01-04-2019,,55558895,000025201786,Eenmanszaak,9804PH,Noordhorn,kvk_not_in_active_register
164527254,KDV,Uitgeschreven,01-10-2011,28-06-2023,08199584,000008199584,,7245TP,Laren,kvk_not_in_active_register
164591485,KDV,Uitgeschreven,29-08-2018,04-09-2023,65998464,000039955923,,4707VX,Roosendaal,kvk_not_in_active_register
164712951,BSO,Uitgeschreven,01-08-2013,01-01-2019,12062153,000012062153,,6102AS,Echt,kvk_not_in_active_register
164750769,KDV,Uitgeschreven,01-06-2014,03-04-2018,41046861,000025827022,,6834CZ,Arnhem,kvk_not_in_active_register
164907658,BSO,Uitgeschreven,24-07-2012,08-07-2019,12059334,000013037757,,6116BR,Roosteren,kvk_not_in_active_register
164973400,KDV,Uitgeschreven,06-12-2017,31-12-2018,09097057,,,6716DN,Ede,kvk_not_in_active_register
164978471,KDV,Uitgeschreven,01-01-2014,03-02-2018,55391826,000028631668,,6996AG,Drempt,kvk_not_in_active_register
165136595,KDV,Uitgeschreven,01-01-2010,31-12-2018,30100676,,,3524DA,Utrecht,kvk_not_in_active_register
165402532,KDV,Uitgeschreven,01-01-2008,01-08-2020,62841718,,,5042TG,Tilburg,kvk_not_in_active_register
165629071,GOB,Uitgeschreven,09-05-2019,29-10-2019,74289705,000042260647,,6658LB,Beneden-Leeuwen,kvk_not_in_active_register
165652469,KDV,Uitgeschreven,02-01-2012,01-08-2021,24302888,,,2841VS,Moordrecht,kvk_not_in_active_register
165864710,KDV,Uitgeschreven,01-01-2005,09-12-2019,62841777,,,5018BP,Tilburg,kvk_not_in_active_register
165909651,BSO,Uitgeschreven,01-01-2005,26-04-2018,22941673,,,9203HS,Drachten,kvk_not_in_active_register
165973985,BSO,Uitgeschreven,01-01-2005,22-05-2013,27130675,,,2242VD,Wassenaar,kvk_not_in_active_register
166065821,GOB,Uitgeschreven,01-01-2010,13-05-2022,04088568,,,9761VK,Eelde,kvk_not_in_active_register
166273004,KDV,Uitgeschreven,01-01-2014,06-07-2020,37156993,000009384693,,1782AD,Den Helder,kvk_not_in_active_register
166390586,KDV,Uitgeschreven,17-07-2012,17-05-2022,09091432,000028148185,,3772CC,Barneveld,kvk_not_in_active_register
166801926,KDV,Uitgeschreven,01-01-2010,01-07-2019,01130158,000005147115,,9406AP,Assen,kvk_not_in_active_register
167234572,BSO,Uitgeschreven,01-04-2016,21-03-2019,59460989,,,8442LD,Heerenveen,kvk_not_in_active_register
167317465,KDV,Uitgeschreven,01-01-2010,01-01-2018,56822367,,,9712JM,Groningen,kvk_not_in_active_register
167335777,KDV,Uitgeschreven,01-09-2016,01-01-2018,34217635,000035057149,,1062AA,Amsterdam,kvk_not_in_active_register
167537957,KDV,Uitgeschreven,19-03-2019,17-11-2020,63131110,000043206824,,9408AM,Assen,kvk_not_in_active_register
167566581,KDV,Uitgeschreven,09-12-2015,29-10-2018,41165840,,,2731CE,Benthuizen,kvk_not_in_active_register
167979309,BSO,Uitgeschreven,01-01-2010,01-08-2020,28101830,000024614319,,2171NZ,Sassenheim,kvk_not_in_active_register
168308241,KDV,Uitgeschreven,01-01-2010,07-03-2017,09127080,,,6923BX,Groessen,kvk_not_in_active_register
168596581,BSO,Uitgeschreven,19-02-2014,01-01-2020,17125940,000000000000,,5844AT,Stevensbeek,kvk_not_in_active_register
168658185,KDV,Uitgeschreven,22-03-2021,01-11-2022,81666381,000047942274,,6628AC,Altforst,kvk_not_in_active_register
168805455,BSO,Uitgeschreven,02-09-2013,19-02-2018,51311992,000021363684,,7241RX,Lochem,kvk_not_in_active_register
168827050,KDV,Uitgeschreven,02-06-2014,01-06-2021,09149918,000025788175,,6666EB,Heteren,kvk_not_in_active_register
168880830,GOB,Uitgeschreven,01-01-2010,01-07-2017,01112852,000001112852,,9041AC,Berltsum,kvk_not_in_active_register
168953778,BSO,Uitgeschreven,13-08-2013,01-01-2017,73596809,000003210332,,6129BK,Urmond,kvk_not_in_active_register
169039365,GOB,Uitgeschreven,01-01-2010,01-09-2019,20134325,000003692752,,4824EH,Breda,kvk_not_in_active_register
169067567,KDV,Uitgeschreven,18-01-2021,09-09-2021,77109406,000044830572,,4872BX,Etten-Leur,kvk_not_in_active_register
169201363,KDV,Uitgeschreven,16-07-2012,07-08-2023,69600406,000020867190,,1013PV,Amsterdam,kvk_not_in_active_register
169656883,KDV,Uitgeschreven,01-01-2010,31-12-2019,68456948,,,4551GG,Sas van Gent,kvk_not_in_active_register
170011562,KDV,Uitgeschreven,12-05-2014,05-10-2018,68060548,000006516688,,5046LK,Tilburg,kvk_not_in_active_register
170810793,KDV,Uitgeschreven,24-08-2015,19-04-2021,08222458,000033341060,,7327BV,Apeldoorn,kvk_not_in_active_register
171149439,BSO,Uitgeschreven,21-10-2019,01-09-2020,08117286,,,7523XP,Enschede,kvk_not_in_active_register
171263030,KDV,Uitgeschreven,01-01-2014,01-01-2022,41022366,000014572877,,7955AN,IJhorst,kvk_not_in_active_register
171343335,GOB,Uitgeschreven,10-07-2013,01-01-2019,61502588,000032826095,,5709HW,Helmond,kvk_not_in_active_register
171461927,GOB,Uitgeschreven,01-01-2010,03-04-2012,34284124,,,2037TH,Haarlem,kvk_not_in_active_register
171473747,BSO,Uitgeschreven,17-08-2017,01-01-2018,09091432,,,3772MS,Barneveld,kvk_not_in_active_register
171531012,KDV,Uitgeschreven,19-08-2014,01-07-2018,60461888,000029655730,,4357BW,Domburg,kvk_not_in_active_register
171534153,KDV,Uitgeschreven,01-06-2014,13-03-2018,41046861,000025826484,,6815GT,Arnhem,kvk_not_in_active_register
171551448,KDV,Uitgeschreven,01-01-2017,20-12-2019,54419999,000021953740,,6628AB,Altforst,kvk_not_in_active_register
171641577,KDV,Uitgeschreven,11-08-2015,03-03-2019,08182748,000032464908,,7329CA,Apeldoorn,kvk_not_in_active_register
172672314,KDV,Uitgeschreven,15-12-2014,31-07-2020,05080850,,,8281RB,Genemuiden,kvk_not_in_active_register
173267610,KDV,Uitgeschreven,28-01-2011,03-06-2019,30251075,000030251075,,3994EA,Houten,kvk_not_in_active_register
173388383,KDV,Uitgeschreven,01-06-2012,01-06-2021,54244935,,,4553AZ,Philippine,kvk_not_in_active_register
173727189,KDV,Uitgeschreven,01-01-2018,01-08-2018,41087129,000041087129,,5554NH,Valkenswaard,kvk_not_in_active_register
173837335,KDV,Uitgeschreven,19-09-2013,24-09-2018,56075839,000026480387,,7603VS,Almelo,kvk_not_in_active_register
173878775,KDV,Uitgeschreven,24-10-2016,01-06-2019,27247028,000013484648,,2242NL,Wassenaar,kvk_not_in_active_register
173906448,BSO,Uitgeschreven,15-09-2022,17-01-2025,86049542,000052939499,,3817WE,Amersfoort,kvk_not_in_active_register
174011283,KDV,Uitgeschreven,11-05-2017,15-04-2019,67264832,000035821043,,1325SX,Almere,kvk_not_in_active_register
174151470,BSO,Uitgeschreven,26-05-2014,11-06-2019,17185283,000018101178,,6591JG,Gennep,kvk_not_in_active_register
174412241,GOB,Uitgeschreven,01-01-2010,01-04-2023,24436289,,,3225LD,Hellevoetsluis,kvk_not_in_active_register
174470575,KDV,Uitgeschreven,01-01-2005,01-04-2019,08215454,,,7321BH,Apeldoorn,kvk_not_in_active_register
174598488,KDV,Uitgeschreven,15-08-2020,10-05-2021,52351114,000022289178,,7577JA,Oldenzaal,kvk_not_in_active_register
174669008,BSO,Uitgeschreven,12-07-2011,01-12-2017,51907283,,,5133NE,Riel,kvk_not_in_active_register
174820045,BSO,Uitgeschreven,06-05-2019,08-07-2019,62282506,000027434826,,3972PS,Driebergen-Rijsenburg,kvk_not_in_active_register
175002290,GOB,Uitgeschreven,16-07-2013,01-01-2023,57952175,000057952175,,8071TZ,Nunspeet,kvk_not_in_active_register
175029258,KDV,Uitgeschreven,01-01-2010,01-01-2018,23092726,,,2969CD,Oud-Alblas,kvk_not_in_active_register
175065202,GOB,Uitgeschreven,14-05-2013,01-01-2019,61502588,000030601177,,5709HW,Helmond,kvk_not_in_active_register
175078518,KDV,Uitgeschreven,27-07-2012,23-02-2018,04060375,,,9481CN,Vries,kvk_not_in_active_register
175203611,GOB,Uitgeschreven,01-01-2010,01-02-2018,27301752,000018962335,,2651AV,Berkel en Rodenrijs,kvk_not_in_active_register
175283242,KDV,Uitgeschreven,02-05-2012,31-07-2019,37159961,,,1701VP,Heerhugowaard,kvk_not_in_active_register
175307301,KDV,Uitgeschreven,01-10-2012,01-08-2023,55452736,000025108549,,3768XP,Soest,kvk_not_in_active_register
175438663,BSO,Uitgeschreven,01-08-2015,16-04-2025,01170636,000008981507,,8754EB,Makkum,kvk_not_in_active_register
176147627,KDV,Uitgeschreven,19-10-2016,15-12-2020,59048018,000028369122,,7854PR,Aalden,kvk_not_in_active_register
176372672,KDV,Ingeschreven,25-08-2017,,98765345,000028583604,Besloten Vennootschap,1328SV,Almere,kvk_not_in_active_register
176462892,KDV,Uitgeschreven,01-01-2012,01-01-2018,12062306,,,5866AV,Swolgen,kvk_not_in_active_register
176781092,BSO,Uitgeschreven,01-01-2010,15-10-2020,28101830,000024614173,,2316HA,Leiden,kvk_not_in_active_register
176958873,KDV,Uitgeschreven,09-10-2017,01-12-2022,77262212,000044973683,,1314NA,Almere,kvk_not_in_active_register
176965695,KDV,Uitgeschreven,01-01-2010,01-02-2021,33305026,000031495540,,2451ZC,Leimuiden,kvk_not_in_active_register
177326438,KDV,Uitgeschreven,23-12-2013,01-10-2024,58839208,000028169875,,5541RL,Reusel,kvk_not_in_active_register
177594160,KDV,Uitgeschreven,30-12-2010,01-02-2018,41062208,,,5831CR,Boxmeer,kvk_not_in_active_register
177624620,GOB,Uitgeschreven,19-02-2018,06-12-2021,08141744,000005006090,,7412MN,Deventer,kvk_not_in_active_register
177662426,KDV,Uitgeschreven,01-01-2010,01-06-2022,75721171,,,4382CE,Vlissingen,kvk_not_in_active_register
177739770,GOB,Uitgeschreven,01-01-2010,01-06-2019,34321110,000016262883,,1185XE,Amstelveen,kvk_not_in_active_register
177811341,KDV,Uitgeschreven,03-09-2007,01-07-2018,58006478,000025274635,,7326BD,Apeldoorn,kvk_not_in_active_register
177930639,KDV,Uitgeschreven,17-08-2015,01-10-2019,55391567,000030724066,,7611AP,Aadorp,kvk_not_in_active_register
178112318,KDV,Uitgeschreven,14-11-2017,01-06-2024,69696330,,,5664VE,Geldrop,kvk_not_in_active_register
178116361,KDV,Uitgeschreven,19-08-2014,30-08-2021,24367815,000016737512,,3361HL,Sliedrecht,kvk_not_in_active_register
178314201,KDV,Uitgeschreven,01-01-2010,12-06-2025,32121327,,,1213AL,Hilversum,kvk_not_in_active_register
178391785,KDV,Uitgeschreven,14-10-2011,01-09-2017,55391826,,,6983CG,Doesburg,kvk_not_in_active_register
178407677,BSO,Uitgeschreven,01-10-2013,31-08-2018,30205335,000028291263,,3452EC,Vleuten,kvk_not_in_active_register
178452294,GOB,Ingeschreven,01-01-2010,,02089524,000002089524,Eenmanszaak,9615TD,Kolham,kvk_not_in_active_register
178717228,BSO,Uitgeschreven,01-09-2020,04-05-2021,50471929,,,3074TM,Rotterdam,kvk_not_in_active_register
178719134,KDV,Uitgeschreven,01-01-2010,26-06-2020,04071665,000008721378,,7961NS,Ruinerwold,kvk_not_in_active_register
178743410,KDV,Uitgeschreven,01-01-2010,01-07-2019,33270244,000016603265,,1071GP,Amsterdam,kvk_not_in_active_register
178794739,BSO,Uitgeschreven,01-01-2010,12-10-2018,62841386,000031815065,,5045GT,Tilburg,kvk_not_in_active_register
179055628,KDV,Uitgeschreven,09-05-2019,31-12-2021,70951772,,,2902JD,Capelle aan den IJssel,kvk_not_in_active_register
179136616,KDV,Uitgeschreven,01-08-2013,09-03-2020,58244824,000041401360,,7521GN,Enschede,kvk_not_in_active_register
179660391,KDV,Uitgeschreven,01-01-2017,01-01-2019,39089223,,,8302AK,Emmeloord,kvk_not_in_active_register
179865936,KDV,Uitgeschreven,02-09-2013,30-11-2020,24336603,000018863418,,2211JN,Noordwijkerhout,kvk_not_in_active_register
180126027,KDV,Uitgeschreven,30-03-2012,06-01-2019,63364379,000063364379,,2582CH,'s-Gravenhage,kvk_not_in_active_register
180145216,BSO,Uitgeschreven,22-02-2010,01-12-2021,81428774,000006320694,,6419CV,Heerlen,kvk_not_in_active_register
181186822,KDV,Uitgeschreven,12-08-2013,20-04-2019,51150433,000025563122,,8521KK,Sint Nicolaasga,kvk_not_in_active_register
181351961,KDV,Uitgeschreven,27-10-2010,01-01-2019,56584407,,,1333AV,Almere,kvk_not_in_active_register
181458792,KDV,Uitgeschreven,13-09-2018,10-02-2020,74045261,,,2517AV,'s-Gravenhage,kvk_not_in_active_register
181517826,BSO,Uitgeschreven,16-08-2014,24-04-2020,08117286,000030286190,,7511ZG,Enschede,kvk_not_in_active_register
181648933,KDV,Uitgeschreven,03-08-2016,01-01-2018,41080014,,,5409AD,Odiliapeel,kvk_not_in_active_register
181809059,GOB,Uitgeschreven,01-01-2010,01-01-2011,30205216,,,3608AD,Maarssen,kvk_not_in_active_register
182012463,KDV,Uitgeschreven,01-10-2017,05-11-2018,65992172,,,9079LB,St.-Jacobiparochie,kvk_not_in_active_register
182055061,KDV,Uitgeschreven,01-01-2010,06-08-2018,24179362,000021738327,,3036DD,Rotterdam,kvk_not_in_active_register
182084644,KDV,Uitgeschreven,20-09-2017,10-04-2018,41100148,,,4844SL,Terheijden,kvk_not_in_active_register
182177099,BSO,Uitgeschreven,02-01-2005,01-02-2019,55391567,000025651854,,7681XM,Vroomshoop,kvk_not_in_active_register
182247958,KDV,Uitgeschreven,23-12-2015,01-02-2022,77885783,000024457450,,4703SM,Roosendaal,kvk_not_in_active_register
182444405,KDV,Uitgeschreven,25-01-2012,01-09-2021,17226838,000026127482,,5156CJ,Oudheusden,kvk_not_in_active_register
182673492,BSO,Uitgeschreven,01-08-2012,31-12-2018,58708057,,,5737BP,Lieshout,kvk_not_in_active_register
183070343,BSO,Uitgeschreven,10-08-2010,08-03-2018,01177210,,,9771AM,Sauwerd,kvk_not_in_active_register
183610672,KDV,Uitgeschreven,02-06-2014,24-08-2020,09149918,000025804936,,6668AS,Randwijk,kvk_not_in_active_register
183666586,BSO,Uitgeschreven,21-03-2017,01-09-2018,63666332,,,2563AM,'s-Gravenhage,kvk_not_in_active_register
183704101,KDV,Uitgeschreven,16-07-2012,31-08-2018,69600406,000000277819,,1057JA,Amsterdam,kvk_not_in_active_register
183802822,BSO,Uitgeschreven,06-08-2014,20-08-2018,58295208,,,4703AV,Roosendaal,kvk_not_in_active_register
183956333,KDV,Uitgeschreven,15-11-2013,19-04-2024,88907600,000054729513,,4741RS,Hoeven,kvk_not_in_active_register
184227203,KDV,Uitgeschreven,01-01-2010,05-11-2018,52438392,000002735717,,5351ED,Berghem,kvk_not_in_active_register
184383729,GOB,Uitgeschreven,07-05-2019,31-12-2020,74101838,000042085950,,9727HE,Groningen,kvk_not_in_active_register
184387929,KDV,Uitgeschreven,20-08-2018,12-12-2019,71743332,,,4708HL,Roosendaal,kvk_not_in_active_register
184637259,BSO,Uitgeschreven,01-10-2014,30-03-2018,60691395,000033010528,,3255AZ,Oude-Tonge,kvk_not_in_active_register
184899230,BSO,Uitgeschreven,01-01-2010,01-08-2019,24411311,000028101650,,2903TJ,Capelle aan den IJssel,kvk_not_in_active_register
185009669,KDV,Uitgeschreven,21-05-2015,19-09-2018,58295208,,,4708EC,Roosendaal,kvk_not_in_active_register
185828395,BSO,Uitgeschreven,20-02-2024,16-12-2024,72318902,000059615540,,8748CD,Witmarsum,kvk_not_in_active_register
185967292,BSO,Uitgeschreven,04-07-2012,01-12-2020,09091432,000028148053,,3781ND,Voorthuizen,kvk_not_in_active_register
186035032,BSO,Uitgeschreven,01-01-2010,06-08-2018,24179362,,,3036DD,Rotterdam,kvk_not_in_active_register
186275043,BSO,Uitgeschreven,18-09-2010,02-04-2014,14073668,,,6141BG,Limbricht,kvk_not_in_active_register
186485700,BSO,Uitgeschreven,01-03-2012,01-01-2021,53904818,000023748664,,5242CD,Rosmalen,kvk_not_in_active_register
186550698,BSO,Uitgeschreven,01-09-2018,11-08-2021,51495406,000021519048,,2283CK,Rijswijk,kvk_not_in_active_register
186747330,KDV,Uitgeschreven,01-01-2015,20-07-2018,41046861,,,6834CZ,Arnhem,kvk_not_in_active_register
186915184,GOB,Uitgeschreven,12-02-2014,21-06-2018,31032794,000000000000,,3824MB,Amersfoort,kvk_not_in_active_register
186974243,KDV,Uitgeschreven,02-02-2012,09-05-2019,70951772,,,2903AC,Capelle aan den IJssel,kvk_not_in_active_register
187061105,BSO,Uitgeschreven,07-08-2013,30-03-2021,20137451,000003184633,,4702GJ,Roosendaal,kvk_not_in_active_register
187195663,KDV,Uitgeschreven,15-10-2010,02-02-2019,63773546,,,2613JK,Delft,kvk_not_in_active_register
187280435,KDV,Uitgeschreven,22-08-2011,01-01-2018,41062208,,,5845DC,Sint Anthonis,kvk_not_in_active_register
187341667,KDV,Uitgeschreven,24-07-2012,08-07-2019,12059334,000013037757,,6116BR,Roosteren,kvk_not_in_active_register
187461673,BSO,Uitgeschreven,18-08-2014,27-09-2018,58244824,,,7535BZ,Enschede,kvk_not_in_active_register
187490405,BSO,Uitgeschreven,06-03-2017,08-07-2019,12062153,,,6005PA,Weert,kvk_not_in_active_register
187589197,BSO,Uitgeschreven,01-01-2010,05-08-2021,73596809,,,6163BR,Geleen,kvk_not_in_active_register
187618161,GOB,Uitgeschreven,24-06-2010,17-05-2019,17201258,,,5737BX,Lieshout,kvk_not_in_active_register
187653756,BSO,Uitgeschreven,01-01-2010,03-07-2018,17185283,,,5802BC,Venray,kvk_not_in_active_register
187737198,KDV,Uitgeschreven,01-12-2015,01-07-2019,61056235,000000000000,,4613GP,Bergen op Zoom,kvk_not_in_active_register
187922524,KDV,Uitgeschreven,29-04-2019,22-07-2020,62841874,000031815553,,5037MJ,Tilburg,kvk_not_in_active_register
188023574,BSO,Uitgeschreven,21-07-2017,16-11-2018,67808875,000033942374,,4822RB,Breda,kvk_not_in_active_register
188074946,KDV,Uitgeschreven,01-01-2010,22-03-2018,27349562,,,2593XB,'s-Gravenhage,kvk_not_in_active_register
188159253,KDV,Uitgeschreven,01-01-2010,01-01-2019,56145837,000013296361,,5961DV,Horst,kvk_not_in_active_register
188160139,GOB,Uitgeschreven,20-10-2021,03-10-2024,57303436,000026761580,,9244AW,Beetsterzwaag,kvk_not_in_active_register
188194721,KDV,Uitgeschreven,28-12-2012,11-05-2020,30200981,000030042186,,3524BP,Utrecht,kvk_not_in_active_register
188293541,BSO,Uitgeschreven,01-01-2010,30-12-2020,41035892,,,3882XE,Putten,kvk_not_in_active_register
188503018,KDV,Uitgeschreven,01-01-2010,22-12-2021,34364284,000003210200,,1064DG,Amsterdam,kvk_not_in_active_register
188773071,BSO,Uitgeschreven,22-07-2016,01-12-2017,60882344,,,8442CX,Heerenveen,kvk_not_in_active_register
188781729,KDV,Uitgeschreven,20-03-2013,01-09-2018,41120727,000021817545,,4121EA,Everdingen,kvk_not_in_active_register
188952068,BSO,Uitgeschreven,10-03-2014,26-02-2018,59723971,000082987306,,9133NE,Eanjum,kvk_not_in_active_register
189002396,BSO,Uitgeschreven,24-10-2011,16-05-2018,30200981,000029578191,,3572HD,Utrecht,kvk_not_in_active_register
189191430,BSO,Uitgeschreven,01-01-2010,31-12-2018,59127740,000028654498,,6715EL,Ede,kvk_not_in_active_register
189680301,BSO,Uitgeschreven,13-09-2011,02-07-2014,00005888,000015523170,,1945TA,Beverwijk,kvk_not_in_active_register
189690732,KDV,Uitgeschreven,27-10-2010,29-04-2019,56133006,,,2562CZ,'s-Gravenhage,kvk_not_in_active_register
189854790,GOB,Uitgeschreven,01-01-2010,05-02-2024,08165941,000010575898,,3772LJ,Barneveld,kvk_not_in_active_register
189874703,BSO,Uitgeschreven,22-08-2011,16-09-2019,17226838,000026124041,,5142PG,Waalwijk,kvk_not_in_active_register
190110715,BSO,Uitgeschreven,01-04-2016,01-01-2022,57040613,,,6291HH,Vaals,kvk_not_in_active_register
190140677,BSO,Uitgeschreven,01-10-2017,01-04-2019,65251822,000033992541,,6191NG,Beek,kvk_not_in_active_register
190399272,GOB,Uitgeschreven,17-10-2014,31-08-2021,17154737,000004969154,,5396PH,Lithoijen,kvk_not_in_active_register
190509533,KDV,Ingeschreven,31-10-2016,,57816301,000023653906,Eenmanszaak,6241CV,Bunde,kvk_not_in_active_register
190557187,KDV,Uitgeschreven,01-06-2014,09-07-2018,41046861,000025826476,,6823DL,Arnhem,kvk_not_in_active_register
190829217,KDV,Uitgeschreven,04-07-2012,13-11-2020,27169583,,,2596XH,'s-Gravenhage,kvk_not_in_active_register
190898410,KDV,Uitgeschreven,01-01-2010,01-08-2020,17125940,,,5844AT,Stevensbeek,kvk_not_in_active_register
190910185,KDV,Uitgeschreven,01-02-2019,25-05-2022,28094406,000046801553,,2181XA,Hillegom,kvk_not_in_active_register
190913460,KDV,Uitgeschreven,23-10-2017,01-08-2020,41099465,,,5252BS,Vlijmen,kvk_not_in_active_register
190949491,GOB,Uitgeschreven,01-01-2010,15-10-2018,24447852,000018539513,,3032AJ,Rotterdam,kvk_not_in_active_register
191097688,KDV,Uitgeschreven,22-10-2012,01-01-2020,41225120,000025422782,,2015JK,Haarlem,kvk_not_in_active_register
191183167,BSO,Uitgeschreven,02-06-2016,01-01-2019,08174781,000002245507,,7772LL,Hardenberg,kvk_not_in_active_register
191202228,GOB,Uitgeschreven,10-10-2012,01-05-2019,69702225,000025411357,,8042PJ,Zwolle,kvk_not_in_active_register
191252682,KDV,Uitgeschreven,26-06-2015,01-09-2019,54251982,,,2498BZ,'s-Gravenhage,kvk_not_in_active_register
191471501,KDV,Uitgeschreven,15-08-2013,17-01-2019,20146204,,,4837EH,Breda,kvk_not_in_active_register
191528158,KDV,Uitgeschreven,25-07-2011,23-01-2023,41106265,,,4625BR,Bergen op Zoom,kvk_not_in_active_register
