postcode,provider_count_at_postcode,unique_kvk_holders,lrk_id,type_oko,kvk_nummer,inschrijfdatum,woonplaats,aantal_kindplaatsen
4231BT,3,0,129014989,VGO,,17-08-2020,Meerkerk,6
4231BT,3,0,293001959,VGO,,23-10-2025,Meerkerk,6
4231BT,3,0,489307784,VGO,,24-03-2016,Meerkerk,6
3421NE,3,1,129032141,BSO,53073908,30-06-2014,Oudewater,70
3421NE,3,1,248263845,BSO,53073908,15-08-2011,Oudewater,60
3421NE,3,1,675078416,KDV,53073908,12-01-2021,Oudewater,53
6687BA,3,2,129091145,KDV,56699786,23-10-2017,Angeren,40
6687BA,3,2,320480653,BSO,56699786,23-10-2017,Angeren,66
6687BA,3,2,985847219,KDV,85949825,01-03-2024,Angeren,25
5014NK,3,2,129205825,BSO,94701989,07-04-2025,Tilburg,22
5014NK,3,2,154431229,BSO,87453738,16-06-2020,Tilburg,52
5014NK,3,2,288831743,KDV,87453738,07-01-2019,Tilburg,16
3931AP,3,3,129325466,KDV,52223655,28-04-2014,Woudenberg,16
3931AP,3,3,152176548,BSO,77749790,06-08-2015,Woudenberg,22
3931AP,3,3,176325426,KDV,62549111,25-02-2015,Woudenberg,72
4849BR,3,2,129348831,BSO,89325036,21-10-2020,Dorst,36
4849BR,3,2,276287058,VGO,,10-10-2016,Dorst,6
4849BR,3,2,805150997,KDV,89235726,21-10-2020,Dorst,45
1948DD,3,2,129415819,BSO,73201871,04-12-2025,Beverwijk,35
1948DD,3,2,750633451,KDV,73201871,15-02-2017,Beverwijk,16
1948DD,3,2,812727873,BSO,34219786,01-01-2010,Beverwijk,130
2587EV,3,1,129505031,KDV,27274492,19-02-2016,'s-Gravenhage,12
2587EV,3,1,222836362,KDV,27274492,01-01-2010,'s-Gravenhage,16
2587EV,3,1,226328739,BSO,27274492,28-10-2015,'s-Gravenhage,16
1738CE,3,0,129828051,VGO,,12-06-2017,Waarland,6
1738CE,3,0,143857988,VGO,,07-01-2019,Waarland,6
1738CE,3,0,221945532,VGO,,17-07-2025,Waarland,6
7951EA,3,1,129926577,VGO,,22-10-2015,Staphorst,6
7951EA,3,1,149230229,BSO,68083238,18-11-2010,Staphorst,15
7951EA,3,1,191943289,KDV,68083238,18-11-2010,Staphorst,20
2034BC,3,2,130116270,KDV,60489723,03-01-2022,Haarlem,16
2034BC,3,2,155407636,BSO,60489723,03-01-2022,Haarlem,80
2034BC,3,2,193337691,KDV,34217604,14-12-2012,Haarlem,23
3274BN,3,1,130176850,BSO,24459944,01-09-2014,Heinenoord,55
3274BN,3,1,190002153,KDV,24459944,16-01-2023,Heinenoord,14
3274BN,3,1,681723415,BSO,24459944,22-12-2016,Heinenoord,20
2685WB,3,2,130367850,KDV,58997024,01-01-2010,Poeldijk,16
2685WB,3,2,194072344,BSO,27242273,01-01-2010,Poeldijk,99
2685WB,3,2,356572833,KDV,27242273,16-08-2017,Poeldijk,37
6662BK,3,2,130454084,BSO,93427220,27-05-2025,Elst,30
6662BK,3,2,226769896,BSO,09110424,06-06-2019,Elst,48
6662BK,3,2,259179097,BSO,93427220,29-08-2022,Elst,70
5463NR,3,2,130481981,KDV,17146672,01-09-2021,Veghel,30
5463NR,3,2,517363653,BSO,41208044,01-01-2005,Veghel,47
5463NR,3,2,754797119,KDV,41208044,01-01-2005,Veghel,40
2595TA,3,1,130496017,KDV,27179025,10-07-2012,'s-Gravenhage,16
2595TA,3,1,180185950,BSO,27179025,01-01-2010,'s-Gravenhage,60
2595TA,3,1,204647733,BSO,27179025,01-01-2010,'s-Gravenhage,40
2806JM,3,3,130702869,KDV,24323221,01-05-2017,Gouda,16
2806JM,3,3,216491745,KDV,41173447,01-08-2011,Gouda,36
2806JM,3,3,320386314,BSO,34162208,13-06-2016,Gouda,44
3261AT,3,1,130928549,KDV,22049355,14-02-2013,Oud-Beijerland,86
3261AT,3,1,163134285,BSO,22049355,01-01-2010,Oud-Beijerland,50
3261AT,3,1,285953370,KDV,22049355,28-09-2017,Oud-Beijerland,16
9751SL,3,1,131161088,BSO,41012089,20-06-2022,Haren Gn,50
9751SL,3,1,333666276,BSO,41012089,27-02-2024,Haren Gn,50
9751SL,3,1,388845879,BSO,41012089,02-06-2020,Haren Gn,40
6862CC,3,2,131193041,KDV,09069731,02-01-2013,Oosterbeek,16
6862CC,3,2,268250832,BSO,09069731,16-12-2024,Oosterbeek,20
6862CC,3,2,875000575,BSO,09125206,31-08-2015,Oosterbeek,33
6581HB,3,2,131294003,KDV,09166969,26-07-2011,Malden,48
6581HB,3,2,204355242,BSO,09166969,12-07-2011,Malden,80
6581HB,3,2,335321008,BSO,41208044,12-07-2021,Malden,115
3136BK,3,1,131324974,KDV,24371600,01-09-2025,Vlaardingen,16
3136BK,3,1,201236412,KDV,24371600,15-06-2024,Vlaardingen,16
3136BK,3,1,935993186,BSO,24371600,01-09-2025,Vlaardingen,42
4703AV,3,2,131357980,KDV,20125402,28-08-2019,Roosendaal,16
4703AV,3,2,509017885,KDV,20112609,03-07-2015,Roosendaal,35
4703AV,3,2,592778599,BSO,20112609,09-07-2015,Roosendaal,40
8171KC,3,1,131409608,BSO,70596662,01-09-2019,Vaassen,55
8171KC,3,1,167422017,KDV,70596662,02-01-2010,Vaassen,16
8171KC,3,1,192659479,BSO,70596662,01-01-2024,Vaassen,16
3264AB,3,1,131498435,KDV,41120778,01-01-2017,Nieuw-Beijerland,16
3264AB,3,1,261929598,KDV,41120778,01-03-2018,Nieuw-Beijerland,12
3264AB,3,1,461563885,BSO,41120778,01-03-2018,Nieuw-Beijerland,33
1102BA,3,2,131683056,KDV,74594044,01-01-2010,Amsterdam,28
1102BA,3,2,191142931,BSO,34258209,10-08-2011,Amsterdam,40
1102BA,3,2,962758024,VGO,,23-02-2011,Amsterdam,6
1338TV,3,1,131929410,BSO,58479864,02-01-2010,Almere,126
1338TV,3,1,316766069,KDV,58479864,17-09-2015,Almere,16
1338TV,3,1,336684228,KDV,58479864,06-04-2023,Almere,48
5251ET,3,1,132347453,VGO,,14-07-2010,Vlijmen,6
5251ET,3,1,248962656,BSO,16075140,04-12-2023,Vlijmen,20
5251ET,3,1,294953474,KDV,16075140,01-01-2025,Vlijmen,8
9727JD,3,1,132421008,BSO,41012651,06-07-2020,Groningen,100
9727JD,3,1,138914801,KDV,41012651,01-01-2010,Groningen,56
9727JD,3,1,472260236,KDV,41012651,06-07-2020,Groningen,16
2624KE,3,1,132446261,KDV,41156673,21-12-2017,Delft,16
2624KE,3,1,165642270,BSO,41156673,18-01-2018,Delft,38
2624KE,3,1,778649167,KDV,41156673,18-01-2018,Delft,16
1313CS,3,1,132995323,VGO,,02-11-2010,Almere,6
1313CS,3,1,234856221,KDV,80238068,20-03-2007,Almere,14
1313CS,3,1,707574092,VGO,,26-08-2010,Almere,6
6291HH,3,2,133049425,KDV,41076307,01-02-2012,Vaals,32
6291HH,3,2,195117669,KDV,41208044,31-03-2009,Vaals,32
6291HH,3,2,323753218,BSO,41208044,29-08-2023,Vaals,44
2645HH,3,2,133101332,BSO,41146828,07-08-2014,Delfgauw,112
2645HH,3,2,226339270,KDV,41146828,16-08-2022,Delfgauw,48
2645HH,3,2,390605694,KDV,41154302,14-08-2019,Delfgauw,16
5501CN,3,2,133192313,BSO,54631319,20-12-2025,Veldhoven,22
5501CN,3,2,257829210,BSO,89211634,01-10-2022,Veldhoven,50
5501CN,3,2,329412127,KDV,89211634,19-02-2024,Veldhoven,16
5374HT,3,1,133198741,KDV,64789047,01-01-2012,Schaijk,16
5374HT,3,1,191614646,BSO,64789047,01-01-2010,Schaijk,37
5374HT,3,1,965164238,KDV,64789047,01-01-2010,Schaijk,60
2585GC,3,2,133287002,KDV,30225440,01-01-2010,'s-Gravenhage,41
2585GC,3,2,195660651,BSO,30225440,01-01-2010,'s-Gravenhage,29
2585GC,3,2,307040392,KDV,84016639,16-05-2017,'s-Gravenhage,22
2103TC,3,1,133553255,KDV,52887952,01-01-2010,Heemstede,50
2103TC,3,1,198639119,BSO,52887952,01-01-2010,Heemstede,63
2103TC,3,1,257667039,BSO,52887952,10-07-2017,Heemstede,36
6181BT,3,1,133569482,BSO,14066305,30-08-2010,Elsloo,74
6181BT,3,1,837492440,KDV,14066305,08-07-2014,Elsloo,32
6181BT,3,1,945056072,KDV,14066305,30-08-2010,Elsloo,55
4386DT,3,1,133694628,BSO,22046874,25-11-2020,Vlissingen,64
4386DT,3,1,272593990,KDV,22046874,11-10-2017,Vlissingen,16
4386DT,3,1,337032221,KDV,22046874,23-12-2022,Vlissingen,24
7241CH,3,2,133717586,BSO,77684532,29-02-2012,Lochem,60
7241CH,3,2,173574853,KDV,77684532,29-02-2012,Lochem,32
7241CH,3,2,182473703,KDV,65076869,17-02-2012,Lochem,34
8433KG,3,2,133785749,KDV,01130599,13-12-2019,Haulerwijk,16
8433KG,3,2,137720051,KDV,41002866,05-07-2016,Haulerwijk,16
8433KG,3,2,849913391,BSO,01130599,13-12-2019,Haulerwijk,30
3314GR,3,3,133897138,KDV,61698156,05-05-2025,Dordrecht,32
3314GR,3,3,244791521,BSO,61698245,05-05-2025,Dordrecht,60
3314GR,3,3,741147439,KDV,34162208,05-05-2025,Dordrecht,16
2407BD,3,1,133993425,KDV,41166169,01-01-2019,Alphen aan den Rijn,16
2407BD,3,1,171121235,BSO,41166169,27-03-2018,Alphen aan den Rijn,33
2407BD,3,1,213537849,KDV,41166169,27-03-2018,Alphen aan den Rijn,27
2261ZB,3,1,134054015,KDV,27280272,26-10-2020,Leidschendam,16
2261ZB,3,1,153622209,BSO,27280272,26-10-2020,Leidschendam,60
2261ZB,3,1,891127082,KDV,27280272,26-10-2020,Leidschendam,36
3752KV,3,2,134230292,BSO,41189332,30-04-2018,Bunschoten-Spakenburg,30
3752KV,3,2,220638615,BSO,97537810,21-08-2025,Bunschoten-Spakenburg,60
3752KV,3,2,269714649,KDV,41189332,28-11-2016,Bunschoten-Spakenburg,56
7775AX,3,1,134305991,VGO,,02-09-2024,Lutten,6
7775AX,3,1,216409251,KDV,82856540,04-09-2017,Lutten,32
7775AX,3,1,226487933,BSO,82856540,04-09-2017,Lutten,30
1363BG,3,2,134311218,BSO,71094164,12-03-2024,Almere,22
1363BG,3,2,169494846,BSO,65893751,03-05-2024,Almere,27
1363BG,3,2,271658757,BSO,65893751,29-06-2018,Almere,20
1509GE,3,2,134315649,KDV,52407713,01-10-2012,Zaandam,16
1509GE,3,2,222349633,BSO,52407713,14-11-2011,Zaandam,38
1509GE,3,2,257797786,KDV,63094754,10-01-2019,Zaandam,16
4233HG,3,2,135069543,BSO,86810421,10-07-2025,Ameide,30
4233HG,3,2,204529153,BSO,41059819,19-06-2019,Ameide,46
4233HG,3,2,230783636,KDV,86810421,05-07-2019,Ameide,46
5467CV,3,2,135147621,KDV,17146672,05-04-2024,Veghel,16
5467CV,3,2,158249306,BSO,41208044,29-03-2024,Veghel,46
5467CV,3,2,267485049,KDV,41208044,29-03-2024,Veghel,28
1445KD,3,3,135221031,BSO,41235528,19-11-2012,Purmerend,52
1445KD,3,3,172946311,BSO,81550162,10-05-2021,Purmerend,30
1445KD,3,3,732797299,KDV,41234077,02-01-2005,Purmerend,13
7555NT,3,2,135816099,KDV,08165764,11-05-2020,Hengelo,16
7555NT,3,2,927142624,KDV,60901934,01-03-2013,Hengelo,16
7555NT,3,2,985752075,BSO,60901934,03-09-2018,Hengelo,33
4124AK,3,2,136150251,BSO,41059819,17-08-2015,Hagestein,74
4124AK,3,2,273616365,BSO,76826007,20-02-2020,Hagestein,50
4124AK,3,2,514272788,KDV,41059819,20-03-2013,Hagestein,16
4835EG,3,2,136459997,KDV,63493691,21-12-2015,Breda,84
4835EG,3,2,149975296,BSO,63493691,21-12-2015,Breda,40
4835EG,3,2,160032969,BSO,20125402,05-12-2014,Breda,120
8602BK,3,1,136733700,BSO,01106502,06-09-2021,Sneek,20
8602BK,3,1,192617229,KDV,01106502,05-12-2016,Sneek,30
8602BK,3,1,916511984,BSO,01106502,01-09-2023,Sneek,22
5712XP,3,1,136839800,VGO,,28-04-2023,Someren,6
5712XP,3,1,163589239,BSO,90703731,12-10-2020,Someren,44
5712XP,3,1,170011021,KDV,90703731,12-10-2020,Someren,72
1102JA,3,2,136960091,KDV,34206306,11-05-2017,Amsterdam,16
1102JA,3,2,251742696,KDV,34206306,24-06-2016,Amsterdam,31
1102JA,3,2,848553251,BSO,30225440,03-05-2017,Amsterdam,40
1025PZ,3,2,137108825,BSO,34327012,01-11-2014,Amsterdam,102
1025PZ,3,2,256324359,KDV,34327012,18-08-2014,Amsterdam,32
1025PZ,3,2,489354646,BSO,34302901,05-10-2022,Amsterdam,40
7461EG,3,1,137418292,VGO,,14-10-2010,Rijssen,6
7461EG,3,1,151241831,BSO,08106503,27-10-2025,Rijssen,81
7461EG,3,1,273038217,KDV,08106503,27-10-2025,Rijssen,93
7701AK,3,1,137532982,BSO,55505651,01-01-2010,Dedemsvaart,44
7701AK,3,1,335355122,KDV,55505651,01-01-2010,Dedemsvaart,84
7701AK,3,1,674131897,BSO,55505651,17-08-2020,Dedemsvaart,30
3544NE,3,1,137642477,BSO,30182723,01-01-2015,Utrecht,220
3544NE,3,1,180420756,KDV,30182723,01-01-2015,Utrecht,16
3544NE,3,1,287730992,VGO,,31-07-2020,Utrecht,6
2595TH,3,2,137768837,BSO,27179025,26-07-2024,'s-Gravenhage,44
2595TH,3,2,223922262,KDV,27179025,26-07-2024,'s-Gravenhage,27
2595TH,3,2,311180991,KDV,41151328,27-08-2024,'s-Gravenhage,16
4007TJ,3,2,137953380,KDV,54767873,14-06-2018,Tiel,16
4007TJ,3,2,180403618,KDV,11063333,01-10-2012,Tiel,16
4007TJ,3,2,684292087,BSO,54767873,07-11-2016,Tiel,30
1057JA,3,2,138128856,KDV,34217971,01-01-2023,Amsterdam,32
1057JA,3,2,222856671,KDV,30278497,15-09-2016,Amsterdam,25
1057JA,3,2,250081969,BSO,34217971,01-07-2023,Amsterdam,66
3319EL,3,1,138217038,KDV,41121846,01-01-2010,Dordrecht,80
3319EL,3,1,682437530,BSO,41121846,01-01-2010,Dordrecht,100
3319EL,3,1,778751132,BSO,41121846,01-01-2010,Dordrecht,50
7772ML,3,1,138341023,VGO,,28-09-2010,Hardenberg,6
7772ML,3,1,138791430,KDV,72690917,31-10-2017,Hardenberg,32
7772ML,3,1,900700464,BSO,72690917,26-08-2019,Hardenberg,28
3311XH,3,3,138344784,KDV,64970574,01-09-2014,Dordrecht,11
3311XH,3,3,181754368,BSO,61259829,28-08-2014,Dordrecht,35
3311XH,3,3,704937888,KDV,34162208,16-04-2013,Dordrecht,12
3412KM,3,1,138672702,KDV,95643273,01-01-2024,Lopikerkapel,16
3412KM,3,1,232531183,BSO,95643273,08-05-2023,Lopikerkapel,24
3412KM,3,1,658446897,VGO,,17-11-2025,Lopikerkapel,6
2719VD,3,1,138848117,VGO,,15-12-2015,Zoetermeer,6
2719VD,3,1,181356764,KDV,41135920,20-08-2012,Zoetermeer,55
2719VD,3,1,216018018,BSO,41135920,01-01-2010,Zoetermeer,30
5711GC,3,1,138849705,KDV,17125480,04-01-2010,Someren,48
5711GC,3,1,192549674,KDV,17125480,28-08-2017,Someren,16
5711GC,3,1,197265509,BSO,17125480,01-01-2010,Someren,40
5582JJ,3,1,139116060,KDV,87450909,01-01-2010,Waalre,80
5582JJ,3,1,197640205,BSO,87450909,19-08-2024,Waalre,24
5582JJ,3,1,415680050,BSO,87450909,01-01-2010,Waalre,69
6451EN,3,2,139298356,KDV,41208044,01-01-2010,Schinveld,32
6451EN,3,2,161987126,KDV,41070565,10-12-2012,Schinveld,16
6451EN,3,2,218384725,BSO,41208044,01-01-2010,Schinveld,44
7954JB,3,1,139317521,GOB,77044282,01-01-2010,Rouveen,
7954JB,3,1,260966976,KDV,77044282,11-12-2018,Rouveen,62
7954JB,3,1,853810163,BSO,77044282,11-12-2018,Rouveen,70
3902HL,3,2,139322954,BSO,30182723,15-08-2011,Veenendaal,44
3902HL,3,2,215661278,BSO,97737372,01-01-2026,Veenendaal,60
3902HL,3,2,232246981,BSO,30182723,19-06-2023,Veenendaal,22
2396XD,3,1,139361133,KDV,41166169,10-01-2014,Koudekerk aan den Rijn,32
2396XD,3,1,179050886,KDV,41166169,09-12-2015,Koudekerk aan den Rijn,16
2396XD,3,1,232566355,BSO,41166169,26-02-2010,Koudekerk aan den Rijn,20
2037LA,3,2,139496014,KDV,34217604,03-09-2012,Haarlem,29
2037LA,3,2,144780628,KDV,34217604,03-09-2012,Haarlem,16
2037LA,3,2,147333623,BSO,54709334,01-09-2017,Haarlem,40
3708DM,3,2,139862055,KDV,30182723,01-01-2017,Zeist,29
3708DM,3,2,153765690,BSO,30182723,01-01-2017,Zeist,50
3708DM,3,2,189547339,BSO,75036525,31-08-2020,Zeist,40
2935VW,3,3,139933876,BSO,60901934,14-12-2010,Ouderkerk aan den IJssel,22
2935VW,3,3,227633866,KDV,30225440,14-12-2010,Ouderkerk aan den IJssel,25
2935VW,3,3,944619381,KDV,77000633,01-01-2014,Ouderkerk aan den IJssel,16
2231TK,3,1,140078253,BSO,60901934,18-12-2013,Rijnsburg,44
2231TK,3,1,166961255,KDV,60901934,31-08-2020,Rijnsburg,16
2231TK,3,1,301493649,VGO,,20-09-2025,Rijnsburg,6
8501HL,3,1,140182354,KDV,41003320,29-07-2014,Joure,48
8501HL,3,1,221490577,BSO,41003320,31-07-2014,Joure,84
8501HL,3,1,511676761,KDV,41003320,01-01-2010,Joure,64
4301NW,3,1,140201518,KDV,22049355,22-05-2014,Zierikzee,44
4301NW,3,1,173345347,BSO,22049355,03-07-2018,Zierikzee,22
4301NW,3,1,601991370,BSO,22049355,22-05-2014,Zierikzee,55
3438RA,3,1,140217472,BSO,30182723,01-08-2018,Nieuwegein,50
3438RA,3,1,180520829,KDV,30182723,09-06-2020,Nieuwegein,16
3438RA,3,1,190297475,KDV,30182723,02-11-2012,Nieuwegein,16
3755BE,3,2,140449152,KDV,41193172,09-01-2017,Eemnes,16
3755BE,3,2,184808406,KDV,30225440,14-12-2017,Eemnes,53
3755BE,3,2,265844733,BSO,30225440,01-01-2010,Eemnes,60
3201JE,3,0,140656959,VGO,,26-08-2024,Spijkenisse,6
3201JE,3,0,156762614,VGO,,22-11-2019,Spijkenisse,6
3201JE,3,0,189181096,VGO,,12-07-2012,Spijkenisse,6
9955VC,3,1,140867119,BSO,41015136,04-10-2010,Rasquert,20
9955VC,3,1,141363095,KDV,41015136,03-09-2018,Rasquert,15
9955VC,3,1,246452444,BSO,41015136,13-02-2024,Rasquert,17
5813AP,3,2,141060797,GOB,12059774,01-01-2010,Ysselsteyn,
5813AP,3,2,155975560,KDV,98551469,02-01-2010,Ysselsteyn,48
5813AP,3,2,466992300,BSO,98551469,07-11-2014,Ysselsteyn,31
1014ZG,3,2,141074619,BSO,69217440,01-09-2014,Amsterdam,64
1014ZG,3,2,209842362,KDV,69217440,01-08-2015,Amsterdam,83
1014ZG,3,2,209989269,BSO,78574528,12-01-2021,Amsterdam,50
3328VC,3,3,141122055,KDV,94564892,29-04-2021,Dordrecht,16
3328VC,3,3,183143590,BSO,41135920,01-01-2021,Dordrecht,20
3328VC,3,3,863975756,KDV,81262884,22-08-2024,Dordrecht,12
5022NB,3,0,141251062,VGO,,28-09-2010,Tilburg,6
5022NB,3,0,202714883,VGO,,26-10-2022,Tilburg,6
5022NB,3,0,205935540,VGO,,24-11-2020,Tilburg,6
9501HN,3,2,141464999,KDV,58840036,14-12-2012,Stadskanaal,16
9501HN,3,2,144347696,KDV,60901934,14-12-2012,Stadskanaal,48
9501HN,3,2,245571218,BSO,60901934,14-12-2012,Stadskanaal,80
5951BR,3,2,141474099,BSO,12039949,01-01-2010,Belfeld,64
5951BR,3,2,172714242,KDV,41062125,20-12-2012,Belfeld,26
5951BR,3,2,174483703,KDV,12039949,01-01-2010,Belfeld,30
7312HR,3,2,141481080,KDV,50215205,11-08-2010,Apeldoorn,8
7312HR,3,2,694458430,KDV,08079898,01-01-2005,Apeldoorn,25
7312HR,3,2,699658470,BSO,08079898,01-01-2005,Apeldoorn,55
9421NP,3,2,141557503,KDV,64509907,19-07-2016,Bovensmilde,16
9421NP,3,2,474533633,KDV,02071716,30-10-2013,Bovensmilde,15
9421NP,3,2,942461101,BSO,02071716,30-10-2013,Bovensmilde,15
3086AE,3,0,142025434,VGO,,30-11-2010,Rotterdam,6
3086AE,3,0,207656216,VGO,,22-06-2012,Rotterdam,5
3086AE,3,0,317013221,VGO,,30-03-2017,Rotterdam,6
6271DA,3,3,142120893,KDV,41076307,05-08-2013,Gulpen,24
6271DA,3,3,224599409,BSO,68045263,04-07-2013,Gulpen,36
6271DA,3,3,785762322,KDV,57670242,18-06-2013,Gulpen,32
6416CC,3,2,142306009,KDV,94335877,31-08-2015,Heerlen,14
6416CC,3,2,221777374,KDV,14075465,31-08-2015,Heerlen,24
6416CC,3,2,735214098,BSO,94335877,31-08-2015,Heerlen,29
1069BW,3,2,142618974,KDV,34236949,26-10-2012,Amsterdam,28
1069BW,3,2,312498275,BSO,59845724,25-01-2018,Amsterdam,22
1069BW,3,2,913986938,KDV,59845724,01-11-2015,Amsterdam,28
8321LD,3,2,142767463,BSO,60643412,30-03-2015,Urk,40
8321LD,3,2,223015520,KDV,41022205,30-03-2015,Urk,112
8321LD,3,2,595689875,KDV,60643412,30-03-2015,Urk,28
2742MG,3,1,142852971,KDV,24323221,01-05-2020,Waddinxveen,69
2742MG,3,1,253012661,BSO,24323221,01-05-2020,Waddinxveen,120
2742MG,3,1,259997687,VGO,,05-08-2021,Waddinxveen,6
2203JN,3,2,143075287,KDV,52073629,02-08-2007,Noordwijk,47
2203JN,3,2,206753949,KDV,41168851,01-01-2011,Noordwijk,16
2203JN,3,2,213069155,BSO,41168851,02-01-2005,Noordwijk,60
4847HE,3,1,143281744,BSO,20125402,08-08-2012,Teteringen,146
4847HE,3,1,188120002,KDV,20125402,08-08-2012,Teteringen,104
4847HE,3,1,701888544,VGO,,05-05-2021,Teteringen,6
8265ZD,3,2,143339709,KDV,34162208,10-07-2017,Kampen,16
8265ZD,3,2,250331834,BSO,34162208,05-06-2023,Kampen,22
8265ZD,3,2,656216268,BSO,52694089,18-06-2019,Kampen,33
1625HZ,3,2,143416601,KDV,41236397,07-06-2012,Hoorn,32
1625HZ,3,2,201892467,BSO,37156798,29-07-2022,Hoorn,30
1625HZ,3,2,257387687,KDV,37156798,29-07-2022,Hoorn,16
2851BM,3,1,143485659,KDV,41135920,01-08-2011,Haastrecht,16
2851BM,3,1,215340723,KDV,41135920,30-12-2014,Haastrecht,36
2851BM,3,1,222650783,BSO,41135920,01-01-2010,Haastrecht,57
2012ZM,3,2,143707280,BSO,66597153,01-01-2010,Haarlem,44
2012ZM,3,2,315144105,KDV,34278669,23-08-2021,Haarlem,16
2012ZM,3,2,803830099,KDV,66597153,01-01-2010,Haarlem,24
3769EC,3,2,143803815,BSO,55449808,14-09-2020,Soesterberg,65
3769EC,3,2,311668100,KDV,41188302,17-11-2015,Soesterberg,32
3769EC,3,2,815288645,BSO,55449808,25-08-2025,Soesterberg,20
1448JJ,3,2,144099743,KDV,41235528,01-03-2009,Purmerend,45
1448JJ,3,2,202030490,BSO,41235528,01-01-2009,Purmerend,86
1448JJ,3,2,835458763,KDV,41234077,01-08-2007,Purmerend,16
3086JN,3,2,144125110,BSO,24392959,19-04-2012,Rotterdam,40
3086JN,3,2,190055285,KDV,41125508,22-04-2015,Rotterdam,10
3086JN,3,2,224447270,KDV,24392959,19-04-2012,Rotterdam,54
2283EG,3,1,144387815,KDV,41156673,01-01-2005,Rijswijk,23
2283EG,3,1,219117330,BSO,41156673,01-01-2005,Rijswijk,40
2283EG,3,1,230144500,KDV,41156673,31-07-2017,Rijswijk,32
3059RD,3,2,144388145,BSO,41135920,24-06-2011,Rotterdam,174
3059RD,3,2,742784381,BSO,60901934,03-06-2010,Rotterdam,180
3059RD,3,2,782124264,KDV,41135920,24-06-2011,Rotterdam,160
1412GV,3,1,144488681,VGO,,29-10-2024,Naarden,6
1412GV,3,1,192402663,KDV,60901934,01-01-2010,Naarden,76
1412GV,3,1,200079402,BSO,60901934,01-01-2010,Naarden,74
5513AP,3,1,144705692,BSO,17207374,18-05-2010,Wintelre,25
5513AP,3,1,192224712,VGO,,01-08-2016,Wintelre,6
5513AP,3,1,229195799,KDV,17207374,18-05-2010,Wintelre,16
8831XJ,3,1,145268214,KDV,68318383,01-01-2026,Winsum,16
8831XJ,3,1,470247009,BSO,68318383,30-09-2019,Winsum,46
8831XJ,3,1,740732274,GOB,68318383,23-05-2017,Winsum,
5384BS,3,1,145339531,KDV,41208044,04-01-2005,Heesch,84
5384BS,3,1,795235355,BSO,41208044,04-01-2005,Heesch,121
5384BS,3,1,936637341,KDV,41208044,07-03-2013,Heesch,64
5171KJ,3,2,145612788,VGO,,04-06-2020,Kaatsheuvel,6
5171KJ,3,2,232738336,GOB,72649526,01-01-2010,Kaatsheuvel,
5171KJ,3,2,454061560,BSO,73376418,03-05-2010,Kaatsheuvel,50
7676BH,3,1,145661684,BSO,41208044,12-12-2017,Westerhaar-Vriezenveensewijk,22
7676BH,3,1,207344115,BSO,41208044,23-12-2013,Westerhaar-Vriezenveensewijk,20
7676BH,3,1,602215213,KDV,41208044,23-12-2013,Westerhaar-Vriezenveensewijk,32
4902ZP,3,2,146367017,BSO,41104988,01-03-2001,Oosterhout,83
4902ZP,3,2,924557527,KDV,41104988,01-03-2001,Oosterhout,32
4902ZP,3,2,935600401,KDV,41105843,19-10-2012,Oosterhout,16
9944AR,3,2,146471908,KDV,24483767,01-09-2015,Nieuwolda,8
9944AR,3,2,148022479,BSO,01136335,28-02-2022,Nieuwolda,22
9944AR,3,2,329296012,BSO,24483767,11-03-2025,Nieuwolda,8
3281LK,3,1,146587340,KDV,41120778,01-09-2010,Numansdorp,78
3281LK,3,1,320931195,KDV,41120778,01-07-2024,Numansdorp,15
3281LK,3,1,332675646,BSO,41120778,01-11-2016,Numansdorp,70
2807GV,3,1,146777402,KDV,83045384,01-05-2018,Gouda,92
2807GV,3,1,217966767,BSO,83045384,24-09-2024,Gouda,8
2807GV,3,1,864488725,VGO,,02-08-2022,Gouda,6
6413GM,3,2,146950100,BSO,41208044,17-05-2010,Heerlen,28
6413GM,3,2,168380006,KDV,41208044,02-09-2011,Heerlen,28
6413GM,3,2,844809743,KDV,14075465,18-12-2012,Heerlen,16
8421PE,3,3,147104841,BSO,87888149,03-02-2020,Oldeberkoop,15
8421PE,3,3,209887503,GOB,59656344,01-01-2010,Oldeberkoop,
8421PE,3,3,326630478,KDV,41002866,05-07-2016,Oldeberkoop,16
3863AZ,3,3,147250742,KDV,32085579,25-11-2016,Nijkerk,16
3863AZ,3,3,384336668,BSO,34162208,01-01-2015,Nijkerk,40
3863AZ,3,3,852754280,BSO,32072695,23-09-2016,Nijkerk,24
3262GM,3,2,147502123,BSO,22049355,02-03-2020,Oud-Beijerland,43
3262GM,3,2,154862617,BSO,41120778,15-08-2017,Oud-Beijerland,33
3262GM,3,2,310947522,KDV,41120778,15-08-2017,Oud-Beijerland,30
8464VL,3,1,147629329,VGO,,08-09-2010,Sintjohannesga,6
8464VL,3,1,244455144,BSO,41003320,04-09-2017,Sintjohannesga,20
8464VL,3,1,266420126,VGO,,21-03-2024,Sintjohannesga,6
5344GK,3,1,147854039,KDV,64789047,08-01-2024,Oss,45
5344GK,3,1,325760834,BSO,64789047,08-01-2024,Oss,44
5344GK,3,1,476120585,KDV,64789047,31-12-2012,Oss,16
5281GB,3,1,147969979,KDV,17224679,02-04-2010,Boxtel,48
5281GB,3,1,176436108,BSO,17224679,01-08-2017,Boxtel,30
