kvk_number,company_name,registration_date,insolvency_date,days_to_insolvency,sbi_codes,postcode,address,city,insolventienummer
76717321,Go Sharing B.V.,2025-09-06,2025-11-07,62,"47810,77112,95311",2496SV,Steentijdsingel 118,'s-Gravenhage,F.09/25/367
90052951,SurvivX B.V.,2025-09-06,2025-11-07,62,72100,2375AR,Zuidweg 25,Rijpwetering,F.09/25/366
70854580,Cordia Design B.V.,2025-09-06,2025-11-07,62,"31000,41000,46462,46630,46839,47120",1322AS,Antennestraat 74,Almere,F.16/25/533
02059622,Simon de Haas Groningen B.V.,2025-09-06,2025-11-07,62,"46837,46838,46842",8042PH,Hoekerweg 7,Zwolle,F.08/25/290
59838264,R. de Hilster Betonwerken B.V.,2025-09-06,2025-11-07,62,71120,2691HA,Fultonstraat 8,'s-Gravenzande,S.09/25/12
52839079,Paddy's B.V.,2025-09-06,2025-11-07,62,"56300,64210",7536PE,Allemansveldweg 185,Enschede,F.08/25/292
92877591,Otten Ledelse B.V.,2025-09-06,2025-11-10,65,70102,3241EE,Voorstraat 15,Middelharnis,F.10/25/407
64712109,InterAct360 B.V.,2025-09-06,2025-11-11,66,62100,3707GE,Platolaan 18,Zeist,F.02/25/319
64711919,Knowingo Resources B.V.,2025-09-06,2025-11-11,66,62100,3707GE,Platolaan 18,Zeist,F.02/25/318
84730749,BouwProfs Nederland B.V.,2025-09-06,2025-11-11,66,41000,8912AW,Edisonstraat 16,Leeuwarden,F.18/25/309
64712052,Knowingo B.V.,2025-09-06,2025-11-11,66,62100,3707GE,Platolaan 18,Zeist,F.02/25/317
66389496,Reflectlab B.V.,2025-09-06,2025-11-11,66,"62100,62900",5611JR,Hoogstraat 10,Eindhoven,F.09/25/368
77565592,Trading Embassy B.V.,2025-09-06,2025-11-11,66,"62200,70201",5611JR,Hoogstraat 10,Eindhoven,F.09/25/369
66479029,IPPY Retail B.V.,2025-09-06,2025-11-11,66,"46500,47920",5611JR,Hoogstraat 10,Eindhoven,F.09/25/370
66389496,Reflectlab B.V.,2025-09-06,2025-11-12,67,"62100,62900",5611JR,Hoogstraat 10,Eindhoven,F.01/25/301
57345996,MPS Group B.V.,2025-09-06,2025-11-12,67,64210,6825MV,Delta 100,Arnhem,F.05/25/411
92094155,Dreamsky Events B.V.,2025-09-06,2025-11-12,67,"90392,93299",3961XM,Zeeuwse Steen 16,Wijk bij Duurstede,F.16/25/540
76051803,Bouw & Aannemersbedrijf Visser B.V.,2025-09-06,2025-11-12,67,41000,1628CZ,Lepelaar 2,Hoorn,F.15/25/294
14629380,Schilderwerken Richard Bartels B.V.,2025-09-06,2025-11-12,67,"43340,81210",6223BD,Schoolstraat 33,Maastricht,F.03/25/290
89885465,Gallizia Amsterdam B.V.,2025-09-06,2025-11-12,67,56111,1094HA,Javastraat 67,Amsterdam,F.13/25/448
60799420,P. Smit Tegelwerken B.V.,2025-09-06,2025-11-12,67,43330,8262VB,Koning Abelsingel 54,Kampen,F.08/25/296
92848540,BAB Shortlease I B.V.,2025-09-06,2025-11-12,67,77390,5705BX,Lage Dijk 13,Helmond,S.01/25/10
94190003,Fine Art Box B.V.,2025-09-06,2025-11-12,67,91219,1077AG,Apollolaan 61,Amsterdam,F.13/25/449
83322272,De Groene Aggregaat 01 B.V.,2025-09-06,2025-11-12,67,27110,1461GT,Vredenburghweg 2,Zuidoostbeemster,F.15/25/295
30228407,Midavaine Business Holding B.V.,2025-09-06,2025-11-12,67,"70202,74120",3941HS,IJskelderlaan 1,Doorn,F.16/25/537
90254716,Espresso Grand Cafe at the beach B.V.,2025-09-06,2025-11-12,67,56300,1361AH,Marinaweg 161,Almere,F.16/25/536
86749943,Microtuin BV,2025-09-06,2025-11-12,67,68203,5611BA,Professor Dr Dorgelolaan 2,Eindhoven,S.16/25/15
77565592,Trading Embassy B.V.,2025-09-06,2025-11-12,67,"62200,70201",5611JR,Hoogstraat 10,Eindhoven,F.01/25/302
30245691,112schade B.V.,2025-09-06,2025-11-12,67,"47120,47789,47820,66191,66210",3732HL,Dorpsstraat vo Steenstraat 128,De Bilt,F.16/25/539
78552249,Family Discounter B.V.,2025-09-06,2025-11-12,67,"46390,47110",5014KE,Valentijnstraat 21,Tilburg,F.02/25/321
72629762,Topshore B.V.,2025-09-06,2025-11-12,67,"78201,78202",3195HT,Pastoriestraat 1,Pernis Rotterdam,F.10/25/413
89982347,Heerema Bouw en Renovatie Projecten B.V.,2025-09-06,2025-11-12,67,"24200,25530,33150,41000",3077AL,Olympiaweg 28,Rotterdam,F.10/25/412
94616558,BAB Shortlease II B.V.,2025-09-06,2025-11-12,67,77390,5705BX,Lage Dijk 13,Helmond,S.01/25/11
09140223,IJsselsport B.V.,2025-09-06,2025-11-12,67,"33150,46492,47789",7207BV,Luchtenhorst 10,Zutphen,F.05/25/410
87114410,De Groene Aggregaat 02 B.V.,2025-09-06,2025-11-12,67,77390,1461GT,Vredenburghweg 2,Zuidoostbeemster,F.15/25/297
77133072,PREFIS Installatiebouw B.V.,2025-09-06,2025-11-12,67,"24200,25530,42210",7711EP,De Grift 29,Nieuwleusen,F.08/25/294
60743956,Stichting Acare Thuiszorg,2025-09-06,2025-11-12,67,86942,6824GH,Wichard van Pontlaan 141,Arnhem,F.05/25/408
80537413,Blockz Applications B.V.,2025-09-06,2025-11-12,67,62100,1721PC,Broeker Werf 8,Broek op Langedijk,F.15/25/299
76888762,V.O.F. Jongsma,2025-09-06,2025-11-12,67,"47761,47762",9051CS,It Achterbosk 19,Stiens,F.18/25/313
94200866,HV Projectenbureau B.V.,2025-09-06,2025-11-12,67,71120,2908LW,Ligusterbaan 1,Capelle aan den IJssel,F.10/25/415
81532873,Active Safety B.V.,2025-09-06,2025-11-12,67,"78100,78201",2131BB,Hoofdweg 649,Hoofddorp,F.18/25/318
78093295,Leisure Telematics B.V.,2025-09-06,2025-11-12,67,"26300,29310,46500",3067GH,Hoofdweg 66,Rotterdam,F.10/25/411
85148563,BAB NL B.V.,2025-09-06,2025-11-12,67,77340,3511BR,St.-Jacobsstraat 6,Utrecht,F.13/25/451
83812261,DMZ PJ B.V.,2025-09-06,2025-11-12,67,"47789,63910",5657DB,Flight Forum 40,Eindhoven,F.01/25/307
85515809,T-DAK B.V.,2025-09-06,2025-11-12,67,43410,7384AP,Molenallee 51,Wilp,F.05/25/409
66479029,IPPY Retail B.V.,2025-09-06,2025-11-12,67,"46500,47920",5611JR,Hoogstraat 10,Eindhoven,F.01/25/303
62155148,112Automotive B.V.,2025-09-06,2025-11-12,67,"64210,69102",3732HL,Dorpsstraat vo Steenstraat 128,De Bilt,F.16/25/538
70707421,Gla-Consultancy B.V.,2025-09-06,2025-11-12,67,70202,,"Strasse der Freundschaft 75, 38336",Bondsrepubliek Duitsland,F.02/25/320
88677761,1981 Materieel B.V.,2025-09-06,2025-11-12,67,47750,2908LW,Ligusterbaan 1,Capelle aan den IJssel,F.10/25/414
77923421,FlowView Diagnostics B.V.,2025-09-06,2025-11-12,67,"32502,46462,72100",8441BA,Herenwal 36,Heerenveen,F.18/25/316
67204155,De Groene Aggregaat Verhuur Nederland B.V.,2025-09-06,2025-11-12,67,27110,1461GT,Vredenburghweg 2,Zuidoostbeemster,F.15/25/298
71104232,Van Maussel B.V.,2025-09-06,2025-11-12,67,"43212,74990",3224XC,Dreef 144,Hellevoetsluis,F.10/25/408
88085651,Crafthouse Bouw B.V.,2025-09-06,2025-11-12,67,41000,9724JL,Warmoesstraat 24,Groningen,F.18/25/311
88472256,The HC Europe B.V.,2025-09-06,2025-11-12,67,64210,1075AT,Emmalaan 7,Amsterdam,F.13/25/454
65996828,Stichting Hilton Zorg en Welzijn Limburg,2025-09-06,2025-11-12,67,88103,6163CX,Transportlaan 35,Geleen,F.03/25/289
86134744,MY BRAND GLOBAL B.V.,2025-09-06,2025-11-12,67,"46421,46424",3641RP,Nijverheidsweg 17,Mijdrecht,F.13/25/456
75331853,In Amsterdam We Trust B.V.,2025-09-06,2025-11-12,67,"46421,47713",1121DS,IJdoornlaan 5,Landsmeer,F.13/25/455
73179922,LS Systems B.V.,2025-09-06,2025-11-12,67,"62200,62900",7602CZ,Jollesweg 11,Almelo,F.08/25/297
71853669,Nano Beds B.V.,2025-09-06,2025-11-12,67,46471,3076CE,Heymansstraat 81,Rotterdam,F.09/25/374
60794747,Sabrosan Holding B.V.,2025-09-06,2025-11-12,67,64210,1816MJ,Olympiaweg 1,Alkmaar,F.15/25/293
66218047,Maestro men s dresscode B.V.,2025-09-06,2025-11-12,67,47711,1082KT,Willem van Weldammelaan 57,Amsterdam,F.16/25/535
57728151,Qoppel B.V.,2025-09-06,2025-11-12,67,78201,3031EL,Goudsesingel 249,Rotterdam,F.09/25/372
92174434,The Fashion Club Middelburg B.V.,2025-09-06,2025-11-12,67,"47713,47716",4714HC,Noordsingel 17,Sprundel,F.10/25/410
74500740,Mpower Plus B.V.,2025-09-06,2025-11-12,67,"62200,78201",1082MA,Gustav Mahlerplein 2,Amsterdam,F.13/25/452
86675915,Kuisch facility B.V.,2025-09-06,2025-11-12,67,81210,2324HM,Corellistraat 5,Leiden,F.09/25/373
69504385,React Sports Holding B.V.,2025-09-06,2025-11-12,67,64210,2802AA,Goudkade 3,Gouda,F.02/25/322
12017598,Straten Beheer B.V.,2025-09-06,2025-11-12,67,64210,5961EE,Schoolstraat 5,Horst,F.03/25/291
86134744,MY BRAND GLOBAL B.V.,2025-09-06,2025-11-13,68,"46421,46424",3641RP,Nijverheidsweg 17,Mijdrecht,F.16/25/543
71853669,Nano Beds B.V.,2025-09-06,2025-11-13,68,46471,3076CE,Heymansstraat 81,Rotterdam,F.10/25/417
57728151,Qoppel B.V.,2025-09-06,2025-11-13,68,78201,3031EL,Goudsesingel 249,Rotterdam,F.10/25/416
60794747,Sabrosan Holding B.V.,2025-09-06,2025-11-13,68,64210,1816MJ,Olympiaweg 1,Alkmaar,F.13/25/457
92174434,The Fashion Club Middelburg B.V.,2025-09-06,2025-11-13,68,"47713,47716",4714HC,Noordsingel 17,Sprundel,F.02/25/323
82205205,Ammehoela B.V.,2025-09-06,2025-11-13,68,47714,6225NB,Molenweg 59,Maastricht,F.03/25/293
66218047,Maestro men s dresscode B.V.,2025-09-06,2025-11-13,68,47711,1082KT,Willem van Weldammelaan 57,Amsterdam,F.13/25/458
75331853,In Amsterdam We Trust B.V.,2025-09-06,2025-11-13,68,"46421,47713",1121DS,IJdoornlaan 5,Landsmeer,F.15/25/301
71219528,BBR Transport B.V.,2025-09-06,2025-11-14,69,"49410,52109,52250",4206CL,Papland 18,Gorinchem,F.10/25/418
24239564,Multiwal B.V.,2025-09-06,2025-11-17,72,25110,3364AZ,Marisstraat 8,Sliedrecht,F.10/25/419
86749943,Microtuin B.V.,2025-09-06,2025-11-18,73,68203,5611BA,Professor Dr Dorgelolaan 2,Eindhoven,F.16/25/544
64366901,Clinique Dr. Don Amsterdam B.V.,2025-09-06,2025-11-18,73,"86221,86994",1076DX,Laan der Hesperiden 144,Amsterdam,F.13/25/459
92848540,BAB Shortlease I B.V.,2025-09-06,2025-11-18,73,77390,5705BX,Lage Dijk 13,Helmond,F.01/25/308
94616558,BAB Shortlease II B.V.,2025-09-06,2025-11-18,73,77390,5705BX,Lage Dijk 13,Helmond,F.01/25/309
95839992,4fluids B.V.,2025-09-06,2025-11-19,74,"46497,46499,46841",5707HG,Emmastraat 36,Helmond,F.01/25/316
74193716,MOHR Installatietechniek B.V.,2025-09-06,2025-11-19,74,"41000,43222",2909VA,Fascinatio Boulevard 500,Capelle aan den IJssel,F.10/25/421
89960912,Mobieltjes en Zo B.V.,2025-09-06,2025-11-19,74,"47402,95100",9401EE,Forum 5,Assen,F.18/25/324
65241991,Blenq B.V.,2025-09-06,2025-11-19,74,"46431,47404,47553,95220",2153GP,Karwijstraat 29,Nieuw-Vennep,F.15/25/313
37120021,Taxi Ruiter,2025-09-06,2025-11-19,74,"49330,95311",1446AB,Binnenzeestraat 24,Purmerend,F.15/25/302
67532284,NH Paprika B.V.,2025-09-06,2025-11-19,74,"01132,46311",1704PJ,Noordscharwouderpolderweg 20,Heerhugowaard,F.15/25/312
63548550,Huize P.R. Derks B.V.,2025-09-06,2025-11-19,74,68203,7961NN,Dokter Larijweg 72,Ruinerwold,F.18/25/320
08118460,Trendlounge Laren B.V.,2025-09-06,2025-11-19,74,"96210,96220",1251LE,Schoutenbosje 3,Laren,F.16/25/550
89296656,Thuis Stroom B.V.,2025-09-06,2025-11-19,74,46140,2596CH,Wassenaarseweg 20,'s-Gravenhage,F.09/25/378
92604994,Double I Trucking,2025-09-06,2025-11-19,74,49410,,,,F.18/25/327
62360477,Wujw groep B.V.,2025-09-06,2025-11-19,74,70102,2011MA,Prinsen Bolwerk 1,Haarlem,F.15/25/305
74818562,Berakha B.V.,2025-09-06,2025-11-19,74,"87992,88991",1676GL,Dorpsweg 182,Twisk,F.15/25/311
85832294,Hermanos Horeca B.V.,2025-09-06,2025-11-19,74,56111,2265AB,Sluiskant 22,Leidschendam,F.09/25/375
75521814,ERG Development B.V.,2025-09-06,2025-11-19,74,71120,2011VH,Wilhelminastraat 1,Haarlem,F.13/25/466
88628248,M. de Kok Holding B.V.,2025-09-06,2025-11-19,74,"64210,70202",5011JB,Bartokstraat 125,Tilburg,F.02/25/327
18130071,A.W. Leder B.V.,2025-09-06,2025-11-19,74,46242,5144NX,Zanddonkweg 6,Waalwijk,F.02/25/325
92786561,Toko Gembira Haarlem V.O.F.,2025-09-06,2025-11-19,74,"47273,56111,56210",2012EE,Tempeliersstraat 32,Haarlem,F.15/25/306
68827342,Van Speijck Exclusive B.V.,2025-09-06,2025-11-19,74,"16220,46831",5738AE,Wilhelminastraat 24,Mariahout,F.01/25/315
58348956,Jones Brothers Coffee Company B.V.,2025-09-06,2025-11-19,74,"10830,46370,56300",1073VC,Sint Willibrordusstraat 54,Amsterdam,F.13/25/462
86121413,Startblock ID B.V.,2025-09-06,2025-11-19,74,77400,8304AC,Industrieweg 41,Emmeloord,F.16/25/545
64366901,Clinique Dr. Don Amsterdam B.V.,2025-09-06,2025-11-19,74,"86221,86994",1076DX,Laan der Hesperiden 144,Amsterdam,F.08/25/302
81434995,Im-Ro Trucking,2025-09-06,2025-11-19,74,49410,,,,F.18/25/326
58003320,Buikslotermeer B.V.,2025-09-06,2025-11-19,74,"47553,47713,47789,53100,53201",1025EW,Buikslotermeerplein 68,Amsterdam,F.13/25/461
82145539,SJT Equipment B.V.,2025-09-06,2025-11-19,74,"46140,46649,77390",9401LA,Overcingellaan 17,Assen,F.18/25/321
73710504,Bob & Candy Candystore Doetinchem B.V.,2025-09-06,2025-11-19,74,"47242,47789",7001AL,Hamburgerstraat 28,Doetinchem,F.05/25/412
88658325,M. de Kok Montage & Installatietechniek B.V.,2025-09-06,2025-11-19,74,"43212,43320",5011JB,Bartokstraat 125,Tilburg,F.02/25/326
91966566,M&B Groep B.V.,2025-09-06,2025-11-19,74,52210,1951KJ,De Hagedisstraat 9,Velsen-Noord,F.15/25/309
57360553,Financecare4you B.V.,2025-09-06,2025-11-19,74,"66199,74990",1817MJ,Rogier van der Weydestraat 2,Alkmaar,F.15/25/310
93422865,Bargas Verduurzamers B.V.,2025-09-06,2025-11-19,74,43350,5688EM,den Heuvel 3,Oirschot,F.01/25/317
85638048,ProLinker B.V.,2025-09-06,2025-11-19,74,73110,1059CP,Anthony Fokkerweg 61,Amsterdam,F.13/25/463
95981020,Startblock Groep B.V.,2025-09-06,2025-11-19,74,70102,8304AC,Industrieweg 41,Emmeloord,F.16/25/546
01183150,Container Poule B.V.,2025-09-06,2025-11-19,74,46471,9711GA,Hereplein 4,Groningen,F.18/25/325
63547899,Stichting Huize P.R. Derks,2025-09-06,2025-11-19,74,87302,7961NN,Dokter Larijweg 72,Ruinerwold,F.18/25/319
58953124,AT Walls B.V.,2025-09-06,2025-11-19,74,46833,2254AG,Dobbeweg 11,Voorschoten,F.09/25/377
22061283,Leo Interieurontwerp B.V.,2025-09-06,2025-11-19,74,"41000,64210",4462GC,Albert Plesmanweg 17,Goes,F.02/25/324
97452629,Startblock Nederland B.V.,2025-09-06,2025-11-19,74,16230,8304AC,Industrieweg 41,Emmeloord,F.16/25/547
94483477,Bloemisterij Hartogs Eindhoven B.V.,2025-09-06,2025-11-19,74,"47553,47761",5611JV,Kleine Berg 34,Eindhoven,F.01/25/314
84856866,GERNOR GROUP B.V.,2025-09-06,2025-11-19,74,70102,5042WX,Nimrodstraat 13,Tilburg,F.02/25/328
84192097,Wiezewasjes B.V.,2025-09-06,2025-11-19,74,"47553,47713,47750",2513AV,Papestraat 9,'s-Gravenhage,F.09/25/376
77126025,Van Burgel B.V.,2025-09-06,2025-11-19,74,64210,7812LP,Deverbrink 110,Emmen,F.18/25/322
88573451,De Verbinding Leeuwarden B.V.,2025-09-06,2025-11-19,74,"43320,46838,47526",9723BG,Osloweg 31,Groningen,S.18/25/13
65235630,Beheer- en Beleggingsmaatschappij Rojuma III B.V.,2025-09-06,2025-11-19,74,64210,3447GX,Vijzelmolenlaan 5,Woerden,F.10/25/420
88492591,De Verbinding Rotterdam B.V.,2025-09-06,2025-11-19,74,"64210,84123",9723BG,Osloweg 31,Groningen,S.18/25/12
86169866,SourcesNRG B.V.,2025-09-06,2025-11-19,74,43211,8252ES,Manegelaan 67,Dronten,F.13/25/460
88491471,De Verbinding B.V.,2025-09-06,2025-11-19,74,"64210,70101,70201",9723BG,Osloweg 31,Groningen,S.18/25/10
04084767,De Verbinding Groningen B.V.,2025-09-06,2025-11-19,74,22230,9723BG,Osloweg 31,Groningen,S.18/25/11
84545437,vers company B.V.,2025-09-06,2025-11-19,74,10390,1811LS,Kanaalkade 57,Alkmaar,S.02/25/11
92998674,Style Farmsum B.V.,2025-09-06,2025-11-19,74,96210,9936CG,Koestraat 34,Farmsum,F.18/25/323
60119632,NF Fibre B.V.,2025-09-06,2025-11-19,74,"17110,28990,33200,35122,35123,35210,37000,38210,46838,46852,72100,77400",5406XT,Oostwijk 25,Uden,F.01/25/313
68707452,V.O.F. Van de Laarschot-Eijfferts,2025-09-06,2025-11-19,74,"56111,56300",5707AR,Mierloseweg 130,Helmond,F.01/25/310
83014144,Super Nice Logistics B.V.,2025-09-06,2025-11-20,75,49410,2134XL,Waddenweg 145,Hoofddorp,F.16/25/548
77126025,Van Burgel B.V.,2025-09-06,2025-11-20,75,64210,7812LP,Deverbrink 110,Emmen,F.08/25/305
68892403,NBI B.V.,2025-09-06,2025-11-20,75,"33200,43211,43222",7558PJ,Oosterveldsingel 47,Hengelo,F.08/25/303
86279122,BrickScan B.V.,2025-09-06,2025-11-20,75,71120,5628DB,Hondsruglaan 95,Eindhoven,F.01/25/318
90690729,Los Amigos Leidsche Rijn B.V.,2025-09-06,2025-11-20,75,"56111,56210,78202",3541CH,Brusselplein 1,Utrecht,F.16/25/549
91480302,Kunststof Advies Nederland B.V.,2025-09-06,2025-11-20,75,"43230,43240,43320",7547SJ,De Ossenboer 18,Enschede,F.08/25/304
54377447,A-ccelerator B.V.,2025-09-06,2025-11-20,75,70201,1096BK,Paul van Vlissingenstr 10,Amsterdam,S.13/25/20
59864842,Innoleaps B.V.,2025-09-06,2025-11-20,75,74990,1096BK,Paul van Vlissingenstr 10,Amsterdam,S.13/25/21
88492591,De Verbinding Rotterdam B.V.,2025-09-06,2025-11-24,79,"64210,84123",9723BG,Osloweg 31,Groningen,F.18/25/330
88573451,De Verbinding Leeuwarden B.V.,2025-09-06,2025-11-24,79,"43320,46838,47526",9723BG,Osloweg 31,Groningen,F.18/25/331
04084767,De Verbinding Groningen B.V.,2025-09-06,2025-11-24,79,22230,9723BG,Osloweg 31,Groningen,F.18/25/329
88491471,De Verbinding B.V.,2025-09-06,2025-11-24,79,"64210,70101,70201",9723BG,Osloweg 31,Groningen,F.18/25/328
86169866,SourcesNRG B.V.,2025-09-06,2025-11-24,79,43211,8252ES,Manegelaan 67,Dronten,F.16/25/551
69781516,Stichting Aestimavi,2025-09-06,2025-11-24,79,"70202,71202",8028PS,Lippestraat 3,Zwolle,F.08/25/307
84118180,Arthis kinderopvang B.V.,2025-09-06,2025-11-24,79,88910,5735GX,Bosscheweg 94,Aarle-Rixtel,F.01/25/319
65235630,Beheer- en Beleggingsmaatschappij Rojuma III B.V.,2025-09-06,2025-11-24,79,64210,3447GX,Vijzelmolenlaan 5,Woerden,F.16/25/552
20113366,Energy Engineering Solutions (EES) Holland B.V.,2025-09-06,2025-11-24,79,"35110,71120",3045PC,Bovendijk 132,Rotterdam,F.02/25/329
80649963,Buikslotermeer 68 B.V.,2025-09-06,2025-11-25,80,"47553,47713,47789",1025EW,Buikslotermeerplein 68,Amsterdam,F.13/25/467
54377447,A-ccelerator B.V.,2025-09-06,2025-11-25,80,70201,1096BK,Paul van Vlissingenstraat 10,Amsterdam,F.13/25/468
20113366,Energy Engineering Solutions (EES) Holland B.V.,2025-09-06,2025-11-25,80,"35110,71120",3045PC,Bovendijk 132,Rotterdam,F.10/25/422
59864842,Innoleaps B.V.,2025-09-06,2025-11-25,80,74990,1096BK,Paul van Vlissingenstraat 10,Amsterdam,F.13/25/469
09139864,Q&Q Business B.V.,2025-09-06,2025-11-25,80,"46610,68110",6721ZZ,Elterse Hof 14,Bennekom,S.05/25/13
73788600,Corona Media B.V.,2025-09-06,2025-11-26,81,"46321,47221",3641SP,Constructieweg 96,Mijdrecht,F.16/25/563
80088686,Otomotive B.V.,2025-09-06,2025-11-26,81,"47810,77111",3991AP,Lange Schaft 30,Houten,F.16/25/566
30061742,Vasa-Kruyfhooft B.V.,2025-09-06,2025-11-26,81,46421,3902HN,Einsteinstraat 59,Veenendaal,F.16/25/562
83920544,MOXY OID Composites Europe B.V.,2025-09-06,2025-11-26,81,72100,5683CJ,Nijverheidsweg 21,Best,F.01/25/323
58266429,Soly Holding B.V.,2025-09-06,2025-11-26,81,"35121,35122,73200",9727DW,Eemsgolaan 5,Groningen,F.18/25/336
80979874,Portaal Facility B.V.,2025-09-06,2025-11-26,81,"47810,81100,95311,95316",3953HA,Haarbos 7,Maarsbergen,F.16/25/564
69104166,Vleems Bakery International B.V.,2025-09-06,2025-11-26,81,"10710,47241",7821AT,Eerste Bokslootweg 8,Emmen,F.18/25/334
83387919,Delivery Expert B.V.,2025-09-06,2025-11-26,81,"49410,53201",5025MB,Roggestraat 24,Tilburg,F.02/25/332
75855682,Sonder Finance Europe B.V.,2025-09-06,2025-11-26,81,64210,1043AP,Basisweg 10,Amsterdam,F.13/25/481
93466013,KliMate B.V.,2025-09-06,2025-11-26,81,"33200,43222,47789",6541BM,Mercuriusstraat 5,Nijmegen,F.05/25/423
87499983,Zon Montage Noord Projecten B.V.,2025-09-06,2025-11-26,81,43211,8448CG,Komeet 24,Heerenveen,F.18/25/339
91881692,Fast Track Transport B.V.,2025-09-06,2025-11-26,81,"49410,53201,53202",3032AC,Hofplein 20,Rotterdam,F.16/25/556
71941711,HelloWe B.V.,2025-09-06,2025-11-26,81,47120,3903LR,De Smalle Zijde 54,Veenendaal,F.16/25/561
72001283,Labkoo B.V.,2025-09-06,2025-11-26,81,46471,2181AA,Einsteinstraat 3,Hillegom,F.09/25/381
75864711,Sonder Netherlands B.V.,2025-09-06,2025-11-26,81,"68310,68320,93299",1043AP,Basisweg 10,Amsterdam,F.13/25/478
30118597,Metaalbedrijf Van Wijngaarden B.V.,2025-09-06,2025-11-26,81,25530,3991AT,Korte Schaft 9,Houten,F.16/25/559
91646405,Hofstede-Hardeman B.V.,2025-09-06,2025-11-26,81,47714,3901AC,Corridor 48,Veenendaal,F.16/25/565
93625901,Floorsupply Nederland B.V.,2025-09-06,2025-11-26,81,"43330,46839,85591",6515AS,Rondweg 17,Nijmegen,F.05/25/424
30186252,SMOL Belangen B.V.,2025-09-06,2025-11-26,81,"66191,68203",3526KS,Europalaan 2,Utrecht,F.16/25/554
78271460,Sonder Group B.V.,2025-09-06,2025-11-26,81,64210,1043AP,Basisweg 10,Amsterdam,F.13/25/479
93622708,Bert van Dijk Holding B.V.,2025-09-06,2025-11-26,81,70102,6515AS,Rondweg 17,Nijmegen,F.05/25/425
62676865,BLOKHUTSPECIALIST B.V.,2025-09-06,2025-11-26,81,47523,6905DG,Industriestraat 8,Zevenaar,F.05/25/418
83278168,ST / Warmte B.V.,2025-09-06,2025-11-26,81,"43221,43222",2421LM,Energieweg 28,Nieuwkoop,F.09/25/383
95378405,Wujw Uitvoering B.V.,2025-09-06,2025-11-26,81,"43240,71120",2011MA,Prinsen Bolwerk 1,Haarlem,F.15/25/314
18120654,De Heeren van Heusden Wijnkoopers B.V.,2025-09-06,2025-11-26,81,"46340,47110",5256BC,Vismarkt 1,Heusden,F.01/25/324
71149902,Verhof Dakbedekkingen B.V.,2025-09-06,2025-11-26,81,"41000,43410",3312NE,Eemkerkstraat 24,Dordrecht,F.10/25/429
41177070,Stichting Wijkcentrum Dragonder Veenendaal,2025-09-06,2025-11-26,81,68203,3902CZ,Ronde Erf 88,Veenendaal,F.16/25/560
67933009,Risum B.V.,2025-09-06,2025-11-26,81,"49320,64210",4116ET,Françoise de Lanoistraat 6,Buren,F.05/25/422
97803049,Barulai B.V.,2025-09-06,2025-11-26,81,96230,5061PA,Almystraat 12,Oisterwijk,F.02/25/330
88692434,Make Automotive B.V.,2025-09-06,2025-11-26,81,"47810,77111,95311",5692BA,Ekkersrijt 2010,Son en Breugel,F.01/25/321
87127156,Regio Solar Nederland B.V.,2025-09-06,2025-11-26,81,"43211,43222,46649,71120",6842CT,Mr B.M. Teldersstraat 7,Arnhem,F.05/25/416
83964738,Spyckerbox B.V.,2025-09-06,2025-11-26,81,"68202,68203,77111,77229",7091HB,Anholtseweg 34,Dinxperlo,F.05/25/421
77237935,TPM Installatietechniek B.V.,2025-09-06,2025-11-26,81,43212,2665NJ,Briljantstraat 1,Bleiswijk,F.09/25/384
91807867,Hyperion Uitzendbureau B.V.,2025-09-06,2025-11-26,81,"78201,78202",7483PE,Bouwstraat 17,Haaksbergen,F.08/25/308
86133004,Miles Bezorgt B.V.,2025-09-06,2025-11-26,81,49410,8021EV,Burgemeester Roelenweg 13,Zwolle,F.08/25/309
91931207,Studio Beige and White B.V.,2025-09-06,2025-11-26,81,31000,2352CZ,Touwbaan 24,Leiderdorp,F.09/25/380
50321323,Business Models Inc. B.V.,2025-09-06,2025-11-26,81,70201,1076ED,Fred. Roeskestraat 100,Amsterdam,F.13/25/476
50365118,Retail Compleet Bouw B.V.,2025-09-06,2025-11-26,81,43320,5015BB,Kapitein Hatterasstraat 1,Tilburg,F.02/25/333
82857865,JS Horeca Rotterdam B.V.,2025-09-06,2025-11-26,81,56111,3071PS,Vijf Werelddelen 77,Rotterdam,F.10/25/425
09174112,Clean Greens B.V.,2025-09-06,2025-11-26,81,46180,7201MA,Looiersstraat 4,Zutphen,F.05/25/415
59382651,LabEquip B.V.,2025-09-06,2025-11-26,81,28990,7005AR,Fabriekstraat 38,Doetinchem,F.05/25/417
09064558,Jodeco Glass B.V.,2025-09-06,2025-11-26,81,46441,7091HB,Anholtseweg 34,Dinxperlo,F.05/25/420
76715949,Sonder Technology B.V.,2025-09-06,2025-11-26,81,70101,1043AP,Basisweg 10,Amsterdam,F.13/25/480
62740113,Soly NL SSC B.V.,2025-09-06,2025-11-26,81,70101,9727DW,Eemsgolaan 5,Groningen,F.18/25/337
71644768,The 2B Collective B.V.,2025-09-06,2025-11-26,81,71120,3000CB,Postbus 2099,Rotterdam,F.10/25/424
09096345,Mooring Fiscale & Administratieve Dienstverlening B.V.,2025-09-06,2025-11-26,81,70202,3439ML,Wattbaan 51,Nieuwegein,F.16/25/555
